source_record_id,outer_fold,split
a3aa9205c2dd6e6da3e018643f3c57b94d1f7d8f031190e1e8fe1aeb4473edbd,0,train
6c1ff6b4722162e99085258b374ec75e9c250758b590e5d0c7e5e90d433283f1,0,train
f9808139012c8b222496cdbc2c5823f5a200c1ca0c9a76838b16271cb6491b49,0,train
3679ea32f8b94b8ce3d1242fef2d6073a0bdb60fe26b258e51162049223ac77d,0,train
b65ef40f602471b10735bf76d635b6e867318fbd3b2d79eb292d182ebc52fee1,0,train
342f55c319e97bc4ebb3ea65c99cec118d9ebb0b9c1dc8c76eda38916bbb6efe,0,train
30dc43bca87dffff763ecab81971977dd0e0eb2ebbba3e56ea466f30648308d6,0,train
1a9c93c0298921e6e0f103921ca7dba43c8472b77c47cdfe345bc83365ea4636,0,train
08f641e003d30bb34ea70c8a98e54462e23555149b596c1f323b1ca3443795eb,0,train
825309a30632ca1e2936b124a778f11cb92b02606b370f89d13bef151f047eef,0,train
c81837f79017967e7355fc593b81070347505e7400d9bdfc85ffc152e7f91067,0,train
5a01e160eddd0bfbc539ba4edb21a863e238a235071b2454983b79461d8e4206,0,train
7b13c3dcfc57858b28512dd82b80f9bbc5a38d53ab17609e29661191744e409e,0,train
fc23ab826a2440d11ef69d2086a1f61b6275743360356da43151abc46afe903f,0,train
cb2b4d4111dfd94cb699ad65f248b0bfb4f2ebfda4969f24c0672a4eea784aea,0,train
2d4a4db57d75d8a7e2d6e56965c925963d33c569c1e24c31a63fb124021beebc,0,train
717139bec7d6697c010ef70919581b03d427ed7b732fe74877da3c2869a2549a,0,train
410500105c3281445a1b6e50757dc923dff389861aa9993c0b740a1545b5b228,0,train
c27b44d54803697af82881ea82d46e3561cbf37bdea8eb62c2df4af1f57d6fac,0,train
ae7b53521c5f68c35a765aa5d26aa9bfb6604a6b2115fb3b85bc571e44290618,0,train
c95ca8f4fa098b2e8efa4e74297b6a837b1cad117a7c74f757cfb6e899300c9b,0,train
43ef9061e180219186ef1d51bc3c069a634f7f7a0078c5e6a8e339fe1bf5c10d,0,train
6eb8f51f02885e1c53aae062c9d8bab63dd1f60f90936f3349e37283882a4e93,0,train
8e1cfba12ecae9c7fe55971bfee9792fcbabb9508905435e85fb5be079f00c2e,0,train
661a678ac0beaf6c8e05288f361e0ec2e0cbe5cd6eeac862ecacedbc032c4cd3,0,train
f6f85707110f73a6681ed41afcb48bbfe37fc724bb0552b9d4cf0fe7426ae0d2,0,train
fffdee90b6ab369ed3b441fc0d5835dec1e0da61263172332ba409239a1b6065,0,train
81b09fc0aa959d8efcc70c33f155000a7f01a30bf542cb50cd16d5ceb5203c4f,0,train
c3aa2339fdff357a10a7d1d16826e1158de5efda7de8df9d86f076ca2646b95d,0,train
10de938d451cc9cfe6d0ead0b6a8f760560120b56b7ed89b2dc4f651e5451669,0,train
a39c3e2842a98f8ce8ef89b6eecb15c7e97b2bba8dd4fce046e6f457f63b132f,0,train
dd582bddc1aca5d5bb7c320bb57fbf5870022badac32ea6378863b35a16c8ee0,0,train
b64a99906f7914e194b7e5bda1235e3fffa359bf7c1667dd42b4268f16478434,0,train
93f04a3c609794b4d53b3b5d2ffcfda0a1358e9ed321e072e10f1c4d0a40b4aa,0,train
f71c1967da2534ea41551a7d2611bd192dc4205226657d845b33cb958d52e12f,0,train
d1873f2c273d9fff1d54fa797703976f13a01d3298453e10d99cb401551d4999,0,train
7e9752299515d5ecf7f759b6eae0d65703a71dea906d252e95aab67537ddb71f,0,train
55134d6b9833e0dd6d9893c0d987db36b88926cc2663da7803c8d21064433f00,0,train
7dbcdf95b6256c0f7b1dd6a3cc8fc9f0657b3eda2c88287ea432e7e932ba8d14,0,train
4c96ee395ae6b58dd1fc56a4feecd55f450b02849ef0476aa8095841292de3e1,0,train
5029e2776e7b9b5d2af015958cd517fb756f6d8b9853790513dc82715be726fd,0,train
2cedf816172020544d1c56529191607083a424ddd9627983acb2537e9c73f8cf,0,train
fed2454f61d42dd8f9f5651403e7c8aba82a77d8e645d8bf125f75e7c4c73861,0,train
8265981c42a1d2d7ece956a8e83fc2766c03bd9b677b5188edf9e65cae717f0f,0,train
4b4303e1d9cff307886f30665c8e6fb57047e2e8f3cc39e2126b16700e3bf126,0,train
eb359b8ed9a4e0197c1d1ab325e0047ecbec907011dd47ad227dce8c761f9a7b,0,train
4f65f4ecb5dec7a9bcbad3145918aab9b07f8a407f8e8a2091429b181b95ce71,0,train
ffd718c11411f17305eebe2c3fd8eae0b394e9127366a0ffb1165fbe02224135,0,train
68ce95a11652b3b237dabe6ae00998c9c7adce1ee390c47fadd3e8540130de0f,0,train
3797dbb2b0b7a08e83dbec5409c694efa671c4e46af761858844278f1dc385d8,0,train
686e797782deb880befa085462a001874deb90f59e8bd4f579869b6b3cc30dda,0,train
ff7ddca54e1e9620918ba02dbfe35985a655c87ef1a72ab4ba4d13faa4ead2b0,0,train
f56c2b2dd4b088427127b4d3efd30492502e057dc35df92f37e390e9ff866182,0,train
1cef8f807fdca35bb7855250f58e049e267f113b93c430f11985366f1fcfd9d7,0,train
704d8396ce08b551fa6dd721337adce6afb2503715135f734bd2c0722ce528d3,0,train
0ea019d83f26df83e9b4d8ca38756d7365d28364686c182cd874a5234050812b,0,train
8df88942cba699e578f85da548ac43c04023d6e3124e0d909bedcf225ee6ce88,0,train
e27b2368d103c92aa6d3db8b15bcb6a45f02a1799208f1d626eea765d93b4f20,0,train
399489b6079af091f33320276c7ad2db3c791129a3edbff5b530c66d32cd7e72,0,train
3dbffa78da4c6ccc5516a203817127a6190976a61b2c1e8e3ea1b77c6cff7d9d,0,train
7df3a248b5f8b93b45248cf254e97e9ba96a25254e52674e69515928d061a4e0,0,train
10698694323dfb803f5936e348a7facb60fabbb04e356449705169347027f85d,0,train
d2b095aa11fac2c0afb11ad09d16074d95b8ba0c47d799f8ede52e5b993a41dd,0,train
e8cd3aa07ded082c0e9d0cd5ce68316e2c88e74da438e4b08e8a1e9f962c9394,0,train
f58ebfd4557154ffbcb785a4e55bb6649accdb99c66e82c58ed1bee08f674e8e,0,train
4d25798cefc2cf5ce3c29ebf0b9e4c0d84956f1a8898de972610ee57b6a7fb5f,0,train
dcbc9639337cde5535cbfd1b0895c1483a0c8d68b64e3c51551b748cef00b663,0,train
70be8a47e5d22077d37988cb4d32c132724a3d1b083ef9ab0b06313f0bf6c905,0,train
64d4f18b3b12675504880cd0dc7ecf25b60fc04bfdbec355bc38419bb2d7c415,0,train
bbb97d718a1a11e509b00ac170dc512ff9b9930eacf75f5a3077880ff90bf810,0,train
787dcb7a1c4cc9f4983f462ddd01863d71220d14a298073a5886f7917ceec867,0,train
15b4ffd20b8c1fc30ae15bc841142d7ad85f1a4f9571265b80d081a59b742e1d,0,train
237d8870453dad85e4a690f5ef5b3a88e992a5aa74dfe4b4b5a16a1db596e4fe,0,train
6cb1a3bd78701f948722853f3ff484b4a62afa283c31e3d9ba8e2ab088574ba2,0,train
b064cb059d374948ef0370a2437f8d0bafe1e9678a1b38f837c6a6db9db4d582,0,train
ddbe9a19eeb2b15127963e53920ddb3080cf3605be4e5412f985652dc3282606,0,train
be8334d7f47b288facef26257cb6b44fcf616cd19090b942b3e21a6312189a8d,0,train
0baae3864d2aa3d4aa2751efdb33ff2ab5c818f532230e2e93483176c0226769,0,train
6c01e488a30c00d7ce599e5c6d7195f878613637774ce7b5cd4d9e7dab67078a,0,train
ffecc433675dacb5aa9570aab766c7b1c9116acb4109af9e6863d3341000315a,0,train
cec560dc37f41cd4c0033a5023e3ad17cb7fab8ef72dc1a8150a7ed88228fdd9,0,train
c047c292b4e87b40d0e8d2cdb5f5aa7e0bbd22946a70c373ef6dd5c6576bc932,0,train
20a9a7e6d4cf66384115e0a7ecc18f09cf1f9b2d051f34bc82d7b170955376d4,0,train
9a26ca17f1a2a542cec0453d178767a86c59652d63ff72ddaa48810be13d1ab6,0,train
fa5daee0d7df009faf4c0e08a703bbc8db8c1ae32e4f684b7085649c9d548453,0,train
b434bdb6cf6a016c8fcf4ddfda1903c394ac80dd9a22c7ed02b2593841c71f91,0,train
a7f1f0bec4d0eecfb4bebc52d748706df58b74a54e32f07189d46c9495ae3d09,0,train
d1b268ba32d56d8ff3504e94ee5370f3a76ce18e0a3b0db5c875395b0e922da0,0,train
a46bacc86e6d6f2966c8bc9b007be70048a778a3e7dc54762fa3c06ca3dd0a6b,0,train
440e70046c7ab779d69b3cf5f483b0504098b58f20b98da0f4b90dcca58b7a1c,0,train
1336c5029330743b5ea83d83fdfc07fcd73276158b755bc1202b4a90ade5cb08,0,train
aee4b0ad4df2a5b974c0fae78b5f15de2ba0da9ff62a1f1845fe8490f931efbb,0,train
f4f2eaa4ae88e92cfa57b3aff8b8ebc91d59f1c9a27803fe90c6ef8b768a6d4e,0,train
638a470d918dbfbf5afd33eb58e7ac2868a43d0e4dbaab3029db5101a1edce71,0,train
ba5855f8ae5d306be9297d600b9787f650a7bcdd0cb8c9be2e1066ffbedbd65e,0,train
8cfcf18683c3b7ba3ced162978e9086a8ed03ba8ea0326e9517b0fb14a46f944,0,train
3a299c3c001be06083770361c18b9c8ad0448316f4c759f5eb6be75b20384d39,0,train
d51923504c8a939ba8dfbe8c09d12c0f24fc1b5f9fceff2ea5d3f498b3105dad,0,train
85f403ccf55735ef4bcbb2f529613e60c1023c2ec151eba3a05f40c076ed746f,0,train
03c73563087c1329943a56cf316a054838d232eb12bf400763e97af8a779fc3d,0,train
6df07523c6bcce6099d7d663ad6a57b32e7357259ad66091764a914e4062a886,0,train
c346449759a08de6df8ad7f0936940e980e88f11837c514a02a4fd03f71ed459,0,train
81c654f9d5f5591c63de46ec2f8de90d5778222531f6dc2ca93dfe9653b873c6,0,train
36fc8ba21c05df93f037cf32ffb47c54f5fded8ce374e0e9cf11353791e881ac,0,train
4d9c66f835e53c59a5b442cc32a3068c038a14b4b5816a08082ca8e454ac6666,0,train
3be1ee30e134a9ae90bc1593ea32cf65047070817401a9aeb18c76efaca04541,0,train
0f1626989b6efba0ed821b04af2ce1ef2dd90be67fee5303e0aeb890e84e656a,0,train
dc041fdcc3cbcfb79f4de07118d4868642025a233a983d551502cd5c96d20552,0,train
ea343acee5823e9928048bcd114ab1bf1f6a80fe0d6f43707827d9efaf48f9c4,0,train
4d7423cf2ff542521716737a2b82d95c940025a9d28aea9f135e73d793d959f0,0,train
1f45e1f29d5af173d4f68cb977fa645b945e3015dcbee511344c2d6f2417112b,0,train
03b5b9fbb1e8685d2aea12d701a8548fbf66e988d3965beff90d610215a6fc96,0,train
4b9f8e0c8ab34af43ef7096eb4e85d311551b210d679e5d673daa44a258e8a42,0,train
4bc56ddaf0f7e559d24c60f59a6cf7edbd7b915799dadce516c430ac85a7696b,0,train
f388cc4e3fa7c3eb79bcc7b0c0c92fff99e4fb329900ed50bfeb4f870f49792e,0,train
2085cb7bb188011662c46b252b9f3e65cd2c79085775a23fcecb742fefa155a4,0,train
e4513c3d95a31cb9b2e70ba9aac54b1937bbbfb1fce1e4e3eaf07f94259ecb86,0,train
842bac774d6c086dd6b92fdb78413098e14bcc3af75125e7d25ca273a3e1f862,0,train
801eb4d09dd43b2b678c81a91d82521163c504324fee02de3778a3ecd1a926bc,0,train
ed46b4dc3fcd5fab1ada22a6d188180240af8e738c547e3f26fc65506b077a12,0,train
ac305df5cdc5f1b0801b93d200a6dfb28ed119ce4795422a08ad3057488758ce,0,train
dda56c3d07f633d971d329a63b1fdd7558cfca3fb0e027085f9e37f767b3fb45,0,train
edb22055eb500691bda99be2c9e755b933fda43abbb5ac8d461c3b99c85b847e,0,train
9a4af49b00bdc8c8c90dd9584610e62f31c1dea1496d8c77c154a1340984f0fe,0,train
ac49935da3ee5b02cec9247a78be9b546c635c54aa6988081e4fe8709663d2f9,0,train
0c37fd58a9827290e55b34630825b0d6244c49d5ad38b4cb692ee5fba935d2c9,0,train
ed7122159427b6c8635b7bcd0d7140de4dd489af9eab6fd9bd99b3ebad260d98,0,train
50fcac22a7e0a3f9e29c98914641686f7b4d5b483729f33dfc0943ebc770409d,0,train
ea5f3b7855c7c13d408bff3ff046c47d194d636ff9d1cd41a54051e642651080,0,train
24fd68e79a2159278d68b9fa03c7a306d89444b373e4ed956a552290b7163fd5,0,train
1c5812f23059c8affe3af759b6ead8c2c38b856307cb70a58a6806f14bcd7133,0,train
6ab8e0705e7b40a64b138c0755ac0e4974492c819c3a3104cb9fdf9bb5c5833e,0,train
a5e5532a8001b1d35b8d647ec7c6de5bd09b0cc81ab543a66c4b92d00869a830,0,train
038c9ee0d7794eeb1143a461c0506513b430ff5293a311f12d84535a6afbcc5c,0,train
4cd62e95948bd1b704bbcb35b4c07c1ce891fe8d8603fa8d7d55722149152d09,0,train
41c314fd5e526b07168ea8735e420c8fd4da4cb146f0cb7b53a0b2e383de5f71,0,train
c52893a6a9c59524615c570b972166e20fb5dc1939f7f8a0a444a854ad8b5954,0,train
aac572f07272c9f29ce150e00d2b33f7765e921ffe4e1a3c8a7aa455349ca19b,0,train
c590d4966929434b32180f09a7062520e5996d2f0fe22fac768d1ca0613d025e,0,train
1223db6fa4c73ddcfb1d3c6d1d32d7a9a694a0c67b0b8896d2e2c5252ea458b7,0,train
c6b8941e410ad8b2574b68572d59fe76bfb75291198754c7266ab3740f819f8d,0,train
fa91a868a0b2673a241638a1e248c077d7ebbe8369c5e9c7a105ea8e0f678595,0,train
ef6d74ead7c9dae1edd8b999fa30b355c27c4fa0917c2b6342686959821c01fa,0,train
05dde9d4b54f7775db2292c4725eb2440e0b2dbe65d52bb4c05c347040ae90da,0,train
1cd7edbfe2f40c5d7c9a6230c2530a19e1c33c1d7a4b9c2fc76e71f4a4ef2955,0,train
a2010d08bf5544fb2f61ba56db0cc9b5b6d58a43b3e7a8155eae755a2ab63922,0,train
51cce7d0485df80b75d03dee842b5fbb970f5348df67160d0e30730f577a193f,0,train
0e1e5a60db31ca1ff4e88932ce8fb8133c0cae740186c0eecba980565edeeec1,0,train
a5daa6d5539669eb579a2eb52884c6f73f940319383b144b4c4638f49c0549d8,0,train
ea6ce91f0cda3fa98f7b745b9580fd6b0403056870eb76c5fcf66334679dd7ee,0,train
c6d8fdfaebcc9424104991f6e1b2ae52cfc74b01f006f573c65d6403e27860c4,0,train
982f60fd457eb6d3d3ea718cf44d5cb26c9847a13bc9211cf942c0276094cbea,0,train
81b41de2fc119a6be204b22f6f400b640dae3281ad7449e09c510a3179f3e514,0,train
73d4dfe9d634e737477bbc0e789414071caddfba0329a03b55a67d4565f16b31,0,train
8ef03a12bf26544326b83a924d78b17a626323183f000e61b0e1269d5151d713,0,train
e65cba4765702c555356fe2b6fc3183b7079396880ffa82b6303a59358a1b860,0,train
78bf7a927103b0adf2a93a132f44f2411946196d038bf6822cb2eeb2f851ab2c,0,train
98c1ed0f87d3d9f68a060c36de601cd9dd4c5c389aa3ef9b828e9c93c98f1a50,0,train
4e05a768be51893f790163c79ad042b9bf59de08bccbba7bd25c8877c53ebcdf,0,train
40f57c13c26aa660145ccd9e9ad6cf7435aba21e0ecb869b65ca110bad79d9bc,0,train
c302ee011150e5de42eafaa347a1b841d5d8807659f31696d8f82c5a4abc8105,0,train
820af5dd1d43687408ee96791d977e5768628d5dd9718275f49012ab8be7c7da,0,train
17fce900c57b5d8978b6a7f3fc2fb54520a09094e94167b76cbe441400f5ad10,0,train
38085f4b22cba5fc2e5c7334dc43fd4faa9f1be9584e87c3a89ac73aa37f3ff6,0,train
2fea83fd72f31c3ed98d355952e0dca5903ca77045d520014559b3131ab53449,0,train
f37129146fe1cc102260df1bb5035364d6977e2290c3f3c022105e91ae0cad55,0,train
c85e618c2cb4110b794d0c0953af57fe74dd832c9089b476240a78f6178bf1cf,0,train
3567553d36285ad28e9947ecc399152b059b63fa0d14e93da3fa60f88729589b,0,train
a71a645737db58ca85f16857a87566dbd0644a509be1426ceec155ba4b32a46a,0,train
a32d5c6de3dc8a8d1a538283ab55eeaf55b9cf8e25aa347f9451fa80920ab0dd,0,train
aef48ae8e8f8321f0e29c116e8187c697962ab80108f224eef0febe59017821b,0,train
7dd03f8de291c327ff1d0ed6f33b027547ee5dee91900d57ad3847ddbc771ca2,0,train
c6d9905e1108342a5a39e558796801aaef2123ede509df6c737dc2968cb80334,0,train
6bf3a7c4314c48c91d33eb94eb7bbcf708f6d2a7c6af47237735c2d12f683e35,0,train
cf04de454501b8a0be83713c4b298369ec62ac21cd8f30857e05891dcef22cc6,0,train
6a3c09e4947d005706a207b8c760dd1e4a01a013d7fdf234bb6e2abbe62ed0f8,0,train
bf0447db8e3d43257114531a92a520c82a6453bd3b7ae34aea8711ce45d014b0,0,train
55f09cfab4e7759b9196088c60e80fdf399fa12b760c9cf22aaeb33589b1808c,0,train
b7661cb5dd52c9c0fe4365fcc6bff1f997b8753cdce2392381357136c4a5bf43,0,train
4e704048021bafbeb44effb9e508d4cef59a712f89bd368f81f564485127cc02,0,train
6e7973c8c4ee77c326ae4010b1418b788a5630854185affb484685e8d73a7084,0,train
3d8d9b0265e3f1fa1f9dced7be94a31b2d44253a703333fe32683be701e1e391,0,train
f048327f0da983b65f4ac626e1b417339b356d60f7641609e9f999aa25dd1b64,0,train
111d930258015ff415cf618a5446916b948c63467161ea1a20e0915119b50244,0,train
2fc3c8e1b6058fdb8ba34e10c4f11c5c96a490da8c44557f51f272e135b276d2,0,train
b66a61f7e4e30927c1735a3306a7e4fd6cf9b017aa1b11eacd63c9f666c7ac77,0,train
3366e3e79bb817fbb8c139710399b5e5e682684683af108e41f6f8f47bb2ead8,0,train
747d3e66fb22e30550810dc98794ef466dae76dcbd60596dc19187a28a0495e2,0,train
ef27b562eab370d5506b6031d90875e2bf94890dc4f57239be5af639fc2bb2d3,0,train
be89c47ea7807e1e8f1728f4281bf7f92ce922539e0b3cd0848dc5a258702b8d,0,train
8b6cbbd882704231c2da058f30493957fe5f146ad538f186251118a7c93fe195,0,train
54a5824b809802628fc226bf21773286f73e6051e62d9cec2df3e81d93197bde,0,train
0bb5ed634b92cd4e23359fa5c9f0f46eb531bfa0976bdd29a00e52fbed97e135,0,train
1c7add97688eeaddc1858c389db4aac1d7c75a52d05d5f15c0d081a7b938abaf,0,train
7ccb05337d74117430e9fdf9897cd7110c354bd737a7229f86fe605f50969092,0,train
c215aa987795131b42e2cd8a6c43e525423612ee007a6ced32e8263bda4ad92a,0,train
4560a7ae21f3fb4ac2db6ffe58ddb475ac41d6dc383b998d4c568b31ae65a35c,0,train
609e2c6bb80163f064286be493c35084947f767a9fca5159a6007ea7d78d1b8e,0,train
50a40749308fda874b7765a8a2b85ca93645b0200e63e9851129ab8fd6f41ff9,0,train
912f7b7365227a32858a2d927685373d6780e508ef7ac83760fb9ec5aaa1aefc,0,train
570a9095c62e1fa55a30bd460a6ecc380dc180927ebbc369eb3452bf401f5b43,0,train
d989513ebc9b816b08d15039e20aff3eeac96a4c9cd17e51afaa8a05ead60f2f,0,train
29fe4b61c9b555bb9cc208302b5dc991e41580d993fe5cf0832053f62f80be27,0,train
06bff8560b0213942ba71145fac2e05499ca6db5f23f3a048b71ea1db4373276,0,train
a347405d861f7182f5157435b676ea5452b581ebf8b34c65c740ee6696256750,0,train
8facf48402aa60c4e52666105b216119e1b68d607cd90e64c373961ddfa8a9bf,0,train
0910a774d27e3fe150f1c12d186032f527421ab5d7c35f74ac4f758094dd228d,0,train
ba77ac0a50dbbe13d7bd6839ae32c5eb1febed467656cd2322a11c5b3f747b65,0,train
4bea7852e6349795c7bb47b3b196b923e2ba8e7aeea9001ce30608cc02c0e4f6,0,train
fe7000c6192011cc4cb3fab698a7821cc7044fec6fed4d6c825162ba8e131368,0,train
8bbb88b5de9002160126d07b53f3cd2825868930b27f08e4ff4760a9c179699f,0,train
de68a6ddb137408d6f047da8b80a1ebeb03cceea79fe2bc107056a11068abdc3,0,train
b1ee4d7e89869caeb050bf6a44961b049d9934b92e5ee40bc7e869b645348de0,0,train
ee99b4a3c8e4b8ac8172a040ad3be7a04dea423a9ae0409a95df0fafc91a313a,0,train
97b9091925addb08c1cd2c6078d0de2bf8172b17115de938b77ad77357d5ea5b,0,train
19d6ef82b2a921d77a5573e974ea081845479ae43b183f176897858ed8e06b84,0,train
5e503b8ae7945a0c7a8bcd67542d51082ffc17c2404a5253304711f79919407f,0,train
5756c809e3d8db3cdd21b5e8d36139858b8f09dbfdb84c88dd454914fd2447db,0,train
a538822eabdf193b2b19f78ccf63644aa5c71ce346c2909e83ad04440964ae88,0,train
4791bf9d1d5d0230ab90f16f29614b48ab82e5801b82082235ff9b4358d29def,0,train
e03a5d8fb20a6ea99425f7eb791e67ae67db33777225bd74107066b76cbd37ab,0,train
727f74ba1c3c4c66b1f6b4556991e45b07a8df2d9d01846546f6627456d8494f,0,train
9e12aa0dbe5c0aaa2470ead8d7629926f8b65403a6699dffbfef210eb25d80d8,0,train
d3a134515041870d4095cf6ae0a7325769f957b530f530c1edbabeaa7c0c7273,0,train
b44a3f41d310382fd60bf7f3a58d33ef67db0a23e704c0acd98fc529dad15ebc,0,train
0796be2517f6d256579d64e3fd271287a0a015eb77e018c048e59d0f28eee45f,0,train
1bfda6b9b2ec251369d6f57db5fce38fb12dcd38ecc1650133ffde8588ea9de5,0,train
dd16b30b04ffe107ef12c7c07478ee8a6f1cb06de15b60261e80e1c3592fa365,0,train
4998ff2bd307bda1d85ee16567c661c9862e55779e725e724189456e0c51af70,0,train
4dcb168e09d4d7893d639ca45b73e7538eb8bbdf4d053e76233e29ffd3010c99,0,train
39eaa33a8d48061b0348f9e4a83e301a0a7459e5eb653e83810f30644bbc17f7,0,train
5371b6cfff41d777216e0c9e04d0277262e4f4b282938a4ca51084387331c4ff,0,train
5caa9ac380bb06f4d084ea82b0b0e36346f917605e5ce0b8bbbdf5ced25c6cd0,0,train
48049b601c2a81fda78b5d5252ae9ddaa08e0b7a64fbb1d35031fe640387123e,0,train
fb6e8a79c7509d2ea0d634b54f8c3c61a61c856f58b1e43907d91134de9c8f10,0,train
980f2c93c9c03ec6203a0bdaeef81159a3cfe8ed1f28387385d9f45010302142,0,train
a66c4452b850b95377077697aac825a263e323984b1e8a1b5c25b1f3bbf86b4a,0,train
cc8929500a996b83f8e58e90d5c2ffadb7b9bc20866921118795138fea402ecf,0,train
f9d294cba21968ac5c7aca6b858728c55a8a06c37c1bd8489ed5b184ed97e39e,0,train
a46a03d1ee4daec20e9a849ba628defbbc5ebb1042f9cc44f825a9072c526ebd,0,train
c48e0d5c7811d548c58be8c2e32213fe468160e54c1ed6ee3557e08eff54818c,0,train
9f3c666f41f67c4d1304118a8d2927642bae1db9e3d7be9fec6431a472638621,0,train
4612e860034a77d8b2a28c5a307edd4c230ea2cc203c599c4d524164ca1c201c,0,train
9880128f9a4f009cbace58c35f08be763d85a148d19dbb6ed1cedb3e6b9cae7f,0,train
815d426caf6647658ab5ad600a6d9a4844a450a2fe631540bcc73263b16a4409,0,train
f2a7a0438ec81419aed4432eca97e3bf6a7996b3abcab7bd2b0cb5ea5936ca0c,0,train
57374dc57848f9f7545dfff9c90d14265d0a66c20014fed384c8a1aaab2a8657,0,train
e9f98ce85a29627dad55d76982d434e4bdb6f159fafb9c3c1b5771e0e95bff25,0,train
e59d303b3c9921823705d178211a81f3167a2b5c2bedd55a2e440ae6fb609a66,0,train
562297c9b2262e5b9178439eac76300b6d0baa5c81dc6ab9a3e04f13b44d1edd,0,train
276a41fcaefc7b0f5b533b227d35bd303c63f762bbf766628024ce36f9313bf9,0,train
e43bb85cc9f4c204c3b80fc593900bce375e9f42be96d02f335f2f42c13c4ba8,0,train
13db9493e5d931ec94f3d05fb0df869516c061cdb89058e2bdb16c5859508cbf,0,train
eb7b92a2b390dbb093e40e2495530b65be730eb752eccbf260be04ff31496b11,0,train
99a93936da7984b3ce75763a91a3493bbe7f16283b2ccde42c3d93bff3fc70e1,0,train
b5271dc00037ef4441d0e9b55a7b122c6981acc750495290fdf2d1171ec45e4a,0,train
bac5a079bec62bc26a6dc783910825de9e2871a6d90c260b7f137ba75a6b17fb,0,train
2aa6a5792ef7467f71fc55b9fcc6f5c9d6ba25f470083dd8e9a787e579bfd401,0,train
94c0b44f9a2d481c5d2237dd73738cc92b9ee67076b318f634fc32aa4032a0b4,0,train
e77bd94004a0442aa632c906e2f4e997e00b478cf23900001f6d06ec63cb3ef3,0,train
416afeb98b33f5e4f2a8e68a875e28fd4105a31165d6851ea3c83a3ccaa2515c,0,train
584086a779fa152c0679d9786c1e33c602944084d5cf48f6c0e7dbbac810bd87,0,train
7cd43d94523c810f9ed5537e7015539cc8c9859bcedd689aec68db38a22003a3,0,train
fdc3d5fa14c1a4086c5b7caf79828cce0d013ff497cbe8eb15c09905a3f4457c,0,train
ed55a6f2ea598cc2a90f6b9b6e489d7f1bf59f58579eeba23f34ffb5a4476757,0,train
1467b04a49c306baf2f2d7d4fd94a9e1d2b0b5a630fc1defcbc2ec8916da6c13,0,train
5a4c58dd7c63f01c85c75de330f08bf3279e1a3ffd1a3b3351ddc32a2bc68f49,0,train
