prediction_snapshot_id,prediction_timestamp,model_bundle_id,model_candidate_id,model_version,policy_version,student_source_reference,input_snapshot_timestamp,predicted_class,class_scores,ensemble_seed_predictions,ensemble_seed_disagreement,predictive_entropy,max_model_score,r0_reference_class,n0_r0_agreement,feature_contract_hash,preprocessor_hash,checkpoint_bundle_hash,r0,g1_g2_feature_snapshot_hash
3aed0d107733fcbe6d4e9c18,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:17,2026-07-14T17:56:07.790870+00:00,0,"[0.529862882463285, 0.4652548038960241, 0.00488231364069084]","[[0.5912566768687291, 0.4049970907435674, 0.0037462323877035], [0.4324990269308782, 0.5570871902622475, 0.0104137828068742], [0.615084190771787, 0.3806686819929026, 0.0042471272353104], [0.5391832150979671, 0.4579603209265135, 0.0028564639755194], [0.471291302647064, 0.5255607355548891, 0.0031479617980467]]",0.4,0.7185189140819029,0.529862882463285,1,False,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",02a0deae8121e06a3e1022cb54f8779d9d8c32e039f888a8071f02f10f673462
4c47be104fa5653fa1c038ad,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:18,2026-07-14T17:56:07.790870+00:00,0,"[0.9558966684645476, 0.038761840485471835, 0.005341491049980419]","[[0.9207584154635944, 0.0744028875985784, 0.0048386969378271], [0.9567776712495925, 0.0353642709713574, 0.0078580577790502], [0.9670397187328296, 0.0284016527742393, 0.0045586284929309], [0.9745942116682152, 0.023918361351616, 0.0014874269801688], [0.9603133252085068, 0.0317220297315681, 0.0079646450599251]]",0.0,0.19705252399315704,0.9558966684645476,0,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",a790b353888c10d46f5d0bf54f720d6ac882ead56c48f28cfb5a5be988c91d7e
19ef107281ed702f09b3ec0b,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:19,2026-07-14T17:56:07.790870+00:00,0,"[0.529862882463285, 0.4652548038960241, 0.00488231364069084]","[[0.5912566768687291, 0.4049970907435674, 0.0037462323877035], [0.4324990269308782, 0.5570871902622475, 0.0104137828068742], [0.615084190771787, 0.3806686819929026, 0.0042471272353104], [0.5391832150979671, 0.4579603209265135, 0.0028564639755194], [0.471291302647064, 0.5255607355548891, 0.0031479617980467]]",0.4,0.7185189140819029,0.529862882463285,1,False,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",02a0deae8121e06a3e1022cb54f8779d9d8c32e039f888a8071f02f10f673462
0aa2fe636f8f5636c41489a8,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:20,2026-07-14T17:56:07.790870+00:00,1,"[0.01717292365863354, 0.8652157801646521, 0.11761129617671431]","[[0.0131879876909302, 0.8577787245022885, 0.1290332878067812], [0.0242334328026213, 0.8605007641455258, 0.1152658030518528], [0.0142415162717957, 0.8677287503839564, 0.1180297333442479], [0.017038103002629, 0.8743740222486777, 0.1085878747486933], [0.0171635785251915, 0.8656966395428122, 0.1171397819319963]]",0.0,0.4467924894482198,0.8652157801646521,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",30e024444379ee18d16461f0b58b8cd1c3f9cf4bb6cd5140ad5a6b032fd7b1d0
b16ad5c2dfec98d5fe3538f5,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:21,2026-07-14T17:56:07.790870+00:00,1,"[0.004070909795330721, 0.5845267975523964, 0.4114022926522728]","[[0.0006579574666649, 0.3039535339419646, 0.6953885085913704], [0.009868346856247, 0.7079348995365459, 0.2821967536072071], [0.0011957734645042, 0.5846664818426001, 0.4141377446928956], [0.0049479382830528, 0.6125033817255771, 0.3825486799913701], [0.0036845329061847, 0.7135756907152944, 0.2827397763785209]]",0.2,0.701669871292925,0.5845267975523964,2,False,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",fce3be9a04a0d80114b971a2922471bdf0786e39cb2989a2ccfb39c5116acf2a
e67b3b5e51aa9fbbca31efd5,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:22,2026-07-14T17:56:07.790870+00:00,2,"[0.00599978589109926, 0.13552267863803077, 0.8584775354708698]","[[0.0070396210099754, 0.1975912899699021, 0.7953690890201224], [0.0098182636157299, 0.16245113698865, 0.8277305993956199], [0.0047345982765629, 0.0840738447038026, 0.9111915570196344], [0.002277191623301, 0.0756965992606432, 0.9220262091160556], [0.0061292549299271, 0.157800522267156, 0.8360702228029168]]",0.0,0.432552104566852,0.8584775354708698,2,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",9ade62512954666b582fee2e3268c01290488dfdcaf0fa8bd4a7afce600b7e31
bc7c163411e57c92eaf291cc,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:23,2026-07-14T17:56:07.790870+00:00,1,"[0.008214053913104102, 0.9216667563883, 0.0701191896985959]","[[0.0013804840913155, 0.9735143821507828, 0.0251051337579014], [0.0220179730941073, 0.92201185691286, 0.0559701699930328], [0.0019646980607608, 0.9682820344651478, 0.0297532674740913], [0.007334632594102, 0.7856330652078689, 0.207032302198029], [0.0083724817252349, 0.95889244320484, 0.032735075069925]]",0.0,0.3009707965721917,0.9216667563883,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",2ecee754205469f3c298b4c0ad20c3d8ff1a91a2d8582db088e2cdc12d097d21
9c3cb9ab7fb4300e56379ff2,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:24,2026-07-14T17:56:07.790870+00:00,1,"[0.4840187946815265, 0.509529016072411, 0.00645218924606238]","[[0.6234808805160751, 0.3751108493349517, 0.0014082701489731], [0.3556254208501924, 0.6430650354180328, 0.0013095437317748], [0.572358891476915, 0.4251380154885538, 0.0025030930345311], [0.4938797105347581, 0.504814779432876, 0.0013055100323658], [0.3747490700296919, 0.5995164006876409, 0.0257345292826671]]",0.4,0.7273192148942156,0.509529016072411,0,False,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",d524ab8b04127ec32bf5255fccdcdf24b9d6e4880a7680faaa44352b4b913fab
64be0a245c879f4d07ef56e0,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:25,2026-07-14T17:56:07.790870+00:00,0,"[0.7120719743525067, 0.28574646805369736, 0.0021815575937958404]","[[0.6761480348471627, 0.3217771827669277, 0.0020747823859095], [0.5390437006280233, 0.45967475521191, 0.0012815441600666], [0.8080638042566629, 0.190048321882445, 0.001887873860892], [0.7062037573600698, 0.2930582756135308, 0.0007379670263993], [0.8309005746706148, 0.1641738047936733, 0.0049256205357118]]",0.0,0.613111130914319,0.7120719743525067,0,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",340be6039ca43774fe5896a5cb4b248ce8256b7793f5058831c8c0043db92e32
efffe391172dddbf1cea2ce3,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:26,2026-07-14T17:56:07.790870+00:00,1,"[0.02087505809587836, 0.962933643143262, 0.0161912987608595]","[[0.0028125439638109, 0.989820091230341, 0.0073673648058479], [0.0603190595520883, 0.925048127515072, 0.0146328129328394], [0.0049781683715282, 0.986891795371875, 0.0081300362565967], [0.0161645730600186, 0.9415090171760788, 0.0423264097639025], [0.0201009455319458, 0.971399184422943, 0.008499870045111]]",0.0,0.18390180969260642,0.962933643143262,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",0a4e0bb392cd96702a44e5c5aa48fe83f2e505fc252c9470d44e6f8195ee57ba
29a9c631240e0437f3e422d4,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:27,2026-07-14T17:56:07.790870+00:00,2,"[0.000330946789794726, 0.08495400139898557, 0.9147150518112197]","[[8.415491263641953e-05, 0.0527090994625637, 0.9472067456247998], [0.0006663899385998, 0.1030993980509011, 0.896234212010499], [6.790102557141074e-05, 0.0540117615299072, 0.9459203374445214], [0.0005245869055114, 0.0882706757041597, 0.9112047373903288], [0.0003117011666546, 0.1266790722473962, 0.8730092265859491]]",0.0,0.2936586484151684,0.9147150518112197,2,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",6e3d242c4af36cf20234edee34c89aa0ae5f483101c072c9bbfdfd36528f1593
d72a81462e1d93f59ff123ca,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:29,2026-07-14T17:56:07.790870+00:00,1,"[0.04123643930919137, 0.9477670801168563, 0.01099648057395226]","[[0.0392942514730639, 0.9489696003237068, 0.0117361482032291], [0.0420239023516081, 0.9376896709334096, 0.0202864267149821], [0.0269227873802732, 0.9660284723879412, 0.0070487402317857], [0.0572437506721937, 0.9382689191418851, 0.0044873301859211], [0.0406975046688179, 0.9478787377973388, 0.0114237575338433]]",0.0,0.23192011873640697,0.9477670801168563,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",b114763b919001858ecfe2585cc675e23fe9920d4816266bf1e2747f0a77f058
dd992482710b2dbda57a1643,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:31,2026-07-14T17:56:07.790870+00:00,2,"[0.00188406280070752, 0.07819847594496535, 0.919917461254327]","[[0.0002133202219015, 0.017081256289063, 0.9827054234890352], [0.000160618300315, 0.009743568091878, 0.990095813607807], [0.0008723172619835, 0.0573851184264768, 0.9417425643115396], [0.0001711726691013, 0.0143775493078936, 0.9854512780230053], [0.0080028855502363, 0.2924048876095153, 0.6995922268402482]]",0.0,0.2878971713373728,0.919917461254327,2,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",8624f2eebfa2aa5ee62b092e6e85065414b23c6796aba510d0873497f75db619
b41e4190374959f7ba5e87da,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:32,2026-07-14T17:56:07.790870+00:00,2,"[0.0003024100502857252, 0.026730166140375898, 0.9729674238093384]","[[6.578000994542592e-05, 0.0130164661656803, 0.9869177538243742], [0.0003359102549235, 0.0213927095325317, 0.9782713802125448], [0.0006398953464967, 0.0480717323873303, 0.9512883722661728], [0.0001752865251389, 0.0240937346733577, 0.9757309788015034], [0.0002951781149241, 0.0270761879429795, 0.9726286339420964]]",0.0,0.1259301671417969,0.9729674238093384,2,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",8624f2eebfa2aa5ee62b092e6e85065414b23c6796aba510d0873497f75db619
