recommendation_instance_id,prediction_snapshot_id,recommendation_revision_id,recommendation_review_status,predicted_class_name,n0_r0_agreement,predictive_entropy,max_model_score,seed_disagreement,trajectory,policy_version,active
2f16ecde46be7d95b63b167f,e1b5ad57e864426f7f82c56d,c8fc544f39777b949f282210,advisor_review_required,Low,True,0.16265542456266194,0.9620963331506227,0.0,-2.0,strategy_b_governed_learning_path_v1,False
cd52e488e27240781bbfa7cc,c77ba9e93beae398a974146d,38badbfc7b6132f7f4171c45,advisor_review_required,Medium,True,0.30537917373018164,0.9213317915308435,0.0,0.0,strategy_b_governed_learning_path_v1,False
fa92fb372f34900c02cf08c4,57784c928bd3098001d69624,3189c48cf66e71cb290b0504,advisor_review_required,Medium,True,0.24175190903526755,0.9466324374846826,0.0,0.0,strategy_b_governed_learning_path_v1,False
33256e9db4a88ed50a101355,ebddd05fa6a0aca6be0f1e19,409abab9c9f8f8a2baeece52,advisor_review_required,Low,True,0.45799667521237647,0.8302958260646733,0.0,0.0,strategy_b_governed_learning_path_v1,False
a17d0f541492ed20f929f9a5,3e00f9b9449bee9d5582c732,9c1aa3a222391f89c0a9343f,advisor_review_required,Low,True,0.19915066552998742,0.9552992993076428,0.0,0.0,strategy_b_governed_learning_path_v1,False
e88d15bf7372c6372fd9c86b,364b1e817c516bbd25a3521a,c311f8120850cde6ab8017f7,advisor_review_required,Medium,True,0.24891330290674266,0.9399546878943731,0.0,2.0,strategy_b_governed_learning_path_v1,False
8fda407fa9dfb25cfc0b690e,aa5ed2d67ddeaabb62b3836d,c1ae5eff1902a7312b40a3e8,advisor_review_required,Low,True,0.20587754736228564,0.947725387199792,0.0,-1.0,strategy_b_governed_learning_path_v1,False
e11b97505f42cf0670f2b3b8,72b789d6126713a4bb1fe744,34dcd8d1d99020d4a1a84640,advisor_review_required,High,True,0.4627860735982276,0.8355847119760389,0.0,0.0,strategy_b_governed_learning_path_v1,False
3ec4a8dd07093b264cd73c1a,a4132984b137beb459ef211c,f13349dbacdc2a926fb6c725,advisor_review_required,Medium,True,0.6225693605503252,0.7010174093429453,0.2,1.0,strategy_b_governed_learning_path_v1,False
65cdd9b744c303ee32c8e5e7,05b487f77242ffb6faea1f87,5f81024838b4bcd9f4cf5cfb,advisor_review_required,Low,True,0.4459770862501312,0.8469190790591163,0.0,2.0,strategy_b_governed_learning_path_v1,False
a44a291e64e4295d740bd6a3,44adff92db4f8274e03b784d,26f920a8562d5f88d86acf15,advisor_review_required,Medium,True,0.6594748331880957,0.6614020373020544,0.2,1.0,strategy_b_governed_learning_path_v1,False
ed53d436bc52c346c602a251,04a6633e112e900652875a4e,cc20da7bc285d8e558239422,advisor_review_required,Low,True,0.21032164865475755,0.9463405928076712,0.0,0.0,strategy_b_governed_learning_path_v1,False
1f58ea5e0d27d0a65cf7d31c,8d4756e0befcf441e35c1527,583f1b8837be5ff8939f2c70,advisor_review_required,High,True,0.10151801424031055,0.9794328779280234,0.0,1.0,strategy_b_governed_learning_path_v1,False
4a32753d43c9aacfa98a3b07,e7e5fa9b713e95667c5b8209,aed9926515d23823c733c36d,advisor_review_required,Medium,True,0.4378288265646302,0.8515783135744381,0.0,-1.0,strategy_b_governed_learning_path_v1,False
3bed7f4b5466274ad80e822d,b7cd3ef76ef203113c0d82b8,d3b5a436d2fb2c0e04066717,advisor_review_required,Medium,True,0.13938877548830028,0.9732485937105035,0.0,2.0,strategy_b_governed_learning_path_v1,False
034ed8eb371d5116de1341e8,9e90341ce4ec7a4382acf3ff,55a857228ba1a628449c6da4,advisor_review_required,Medium,True,0.6903287376444442,0.5790224464190393,0.2,3.0,strategy_b_governed_learning_path_v1,False
93cee72dc2d16ac5f6117231,2aac134775da16415b1f972f,7260ccac0f92a528a5c6e6a3,advisor_review_required,Medium,False,0.7108707681012929,0.5312815423895326,0.4,4.0,strategy_b_governed_learning_path_v1,False
9e10becbef08c78c481d9bd9,12122ddecfdf0407313f7134,1c07fe4c78698d8b3770f2ed,advisor_review_required,Low,True,0.5089670754688703,0.8070800552009272,0.0,1.0,strategy_b_governed_learning_path_v1,False
09cd283ce3180063ed6b7bca,4be71b678ac07e4e5c2e0219,ecced4ba62e5d8b2c44a5135,advisor_review_required,Medium,True,0.4169141243382503,0.8763970948606514,0.0,3.0,strategy_b_governed_learning_path_v1,False
9cc5ad9b456976bd7bc37434,d4d0d44edf1da1f2169735ec,fa57f3d80f4f0ca49c13f011,advisor_review_required,Low,True,0.6468899517041286,0.6590062222507777,0.2,2.0,strategy_b_governed_learning_path_v1,False
b40d9466260c424da59bd77e,58b1a45547abe05b1cac6b68,9a4d68f3807197ba67b4cc79,advisor_review_required,Low,True,0.21032164865475755,0.9463405928076712,0.0,0.0,strategy_b_governed_learning_path_v1,False
daf657be3855e5bfc8f5ee7e,9f0b04187178be387d0b32d4,dd5b9bbd9fab4b557675c259,advisor_review_required,High,True,0.19922245546546125,0.9501534608714541,0.0,1.0,strategy_b_governed_learning_path_v1,False
323a9316bfaa218ec828e4dc,599a3617617935995d98e6f2,03fa4b20e50f5ae1333c58bb,advisor_review_required,Medium,True,0.1835509918346403,0.963090895102102,0.0,3.0,strategy_b_governed_learning_path_v1,False
8fc5f9161dbe53fb21f35349,029a59dc01c20e857eaad304,de038eb7ce50069c92206017,advisor_review_required,Low,True,0.14717220537894596,0.9668047604457566,0.0,-1.0,strategy_b_governed_learning_path_v1,False
7889584a70828d04bec16487,eac678392b4ab44165af3572,f11730afb8e9e581cbfca10d,advisor_review_required,Low,True,0.423394377560309,0.8542899068141804,0.0,1.0,strategy_b_governed_learning_path_v1,False
2f9bce4ad9d9a80b8ada7d81,5287d783f9924e07d50f064e,7127b6ef4b4b531e5b605db1,advisor_review_required,Medium,True,0.1835509918346403,0.963090895102102,0.0,3.0,strategy_b_governed_learning_path_v1,False
878871c0d97afd74286c5128,08a91da8d05c652ce70265d9,15ea8e2b84980ccf63fe2f18,advisor_review_required,High,True,0.5791907780589669,0.7664469948087963,0.0,1.0,strategy_b_governed_learning_path_v1,False
c28c192202ec2676c15c1e4c,5179795dc31e17a2010220cb,a6895d8828e9e4a3c738b0ad,advisor_review_required,Medium,True,0.6974088554072877,0.5976693876413959,0.4,3.0,strategy_b_governed_learning_path_v1,False
860ca90baf83637cb0d8ad72,3561213216fc9aab0f1b7499,dac525ccb2cb9023a1d622c3,advisor_review_required,Medium,True,0.25728953073102706,0.9432045507140311,0.0,3.0,strategy_b_governed_learning_path_v1,False
2dd9c644237a0e20685ccbb9,9b6c1af75eb86b4f80f10dbb,b14d2121f8470da06f2aaf7e,advisor_review_required,High,True,0.07742981097552815,0.9853928628642906,0.0,1.0,strategy_b_governed_learning_path_v1,False
70da072edc57367cb571e309,cd0783c1bd7b5c439c57a995,93afcb033ddacd4224b8fe5f,advisor_review_required,Low,True,0.6805511612995161,0.5923310941033354,0.2,0.0,strategy_b_governed_learning_path_v1,False
9d9a6e5993fec5db931d7457,a716099f920928037d585020,e5d971e1b1499b5ed4a6d5b8,advisor_review_required,High,True,0.432552104566852,0.8584775354708698,0.0,0.0,strategy_b_governed_learning_path_v1,False
6a05b455c56024aeabca7e74,35ffbff3a578cd9f6ed6720f,33a030a2063c9f4bc25fca7b,advisor_review_required,Medium,True,0.18372079422413123,0.9629004498441841,0.0,2.0,strategy_b_governed_learning_path_v1,False
c39578881ddefa74bc0cbbc8,9fe1fca1fb43e7ad9fc901f8,871db44aa6abd11728675464,advisor_review_required,Medium,True,0.6231435755937311,0.7241541630190671,0.0,1.0,strategy_b_governed_learning_path_v1,False
d5819a1409813364f668226b,c24df7cc145c346ddde08c35,1d1c050239e2fed7c0db9b76,advisor_review_required,Medium,True,0.6028423568840697,0.7389029710535817,0.2,-1.0,strategy_b_governed_learning_path_v1,False
eedddd0351052f72c65cd5c4,8d70cc4ee87fa080b366f7bd,4d90e9c817083a22b734ff61,advisor_review_required,High,True,0.20708152160180476,0.948315445577484,0.0,-1.0,strategy_b_governed_learning_path_v1,False
f4969d5f4044b4e0a6a6d265,b6ce4f3dc38b453004220adc,14e42233c143887296d9e866,advisor_review_required,High,False,0.3998448864579859,0.8675616493955541,0.0,-2.0,strategy_b_governed_learning_path_v1,False
d4fc33f7b34ac9da3ef2aa1d,3e6099f108baeba93ae80986,dafdda9d77f468ca2c3400c3,advisor_review_required,Medium,True,0.2898448248624423,0.9232555341442381,0.0,0.0,strategy_b_governed_learning_path_v1,False
0af4eb9eaa0b2ec20ab75064,6d3b9dda07579bb975e28b91,e9744dee428725d10860eeca,advisor_review_required,Medium,True,0.22235464576942182,0.9525248594521101,0.0,-3.0,strategy_b_governed_learning_path_v1,False
22ce9e7a77e0805b8477d468,3717cd003519a9260e719acc,6d0287e891f10d9d6a8e8a10,advisor_review_required,Low,True,0.24126468172121282,0.9399682263477468,0.0,-1.0,strategy_b_governed_learning_path_v1,False
8d845d0f875668ade76df015,eb98186e55144acaa408503c,6e35cf3fefb10dcfd68f7b8a,advisor_review_required,Medium,True,0.2314420497859721,0.949264888510662,0.0,0.0,strategy_b_governed_learning_path_v1,False
7d9d3f1b60c540c08d73a2e1,3ccaaf7ef42a984889fc6ec9,8ae0e6057555c224a2a428ab,advisor_review_required,Low,True,0.423394377560309,0.8542899068141804,0.0,1.0,strategy_b_governed_learning_path_v1,False
e9a58da78af8f9eee00c604d,ed2d205828b9e64adf1460f4,ec7536ad332937c22c9ffb27,advisor_review_required,Low,True,0.19477511623080548,0.9568041469694185,0.0,-3.0,strategy_b_governed_learning_path_v1,False
2f80caaaab894218cbd6b704,897f902afdb25f14d3417589,ce66f9a4e86aa79f9954ee2c,advisor_review_required,Low,True,0.20981738616951862,0.9464037346477921,0.0,-12.0,strategy_b_governed_learning_path_v1,False
ce1309e588756786d39982a0,1d182473e84a3fedd3096b02,b1c74d91e94675e1ef18fc89,advisor_review_required,Low,True,0.11908998921398058,0.9750751262934816,0.0,-8.0,strategy_b_governed_learning_path_v1,False
d1614e804387584a4d55e80d,e75e59fe38ad896851d7468c,744d52c0af0ca824348ef8c4,advisor_review_required,Medium,True,0.13324309505002088,0.9732403514211466,0.0,-1.0,strategy_b_governed_learning_path_v1,False
f9df3bc62f972432312b57d5,6b9e4845a73b4ee9793c97aa,dd7a0a3e031808d8a3314644,advisor_review_required,Low,True,0.07361485536616294,0.9861403427198263,0.0,-9.0,strategy_b_governed_learning_path_v1,False
6f1ffa49e40032c89ffd5f42,1eec1c5d28cbd45105b7a9ba,b360e34ce592f59aa549c106,advisor_review_required,Low,True,0.1488129775663689,0.966025605838276,0.0,-11.0,strategy_b_governed_learning_path_v1,False
2b924d60c760548b1ceaf5a6,f421ecaedb41ff2a570498a1,be1659da4424380efc0b55d7,advisor_review_required,Low,True,0.10127223821417396,0.9796433785199028,0.0,-4.0,strategy_b_governed_learning_path_v1,False
164b0acf783c8dc7bc9da03b,bbbbea1323d03165fe55c9bd,a24c1c869f9a51453ef25904,advisor_review_required,Medium,True,0.28366150422693387,0.9293444778270846,0.0,-2.0,strategy_b_governed_learning_path_v1,False
84a9fc969bd6eac4710c4c16,41505f51f55f84cbba75781c,a3608153d1bf3505f5d1764b,advisor_review_required,High,True,0.14733960010949476,0.9670409358074105,0.0,0.0,strategy_b_governed_learning_path_v1,False
d04af29b0a169253b3521d10,015a6583aebd52a5f4d7d222,4ad3a8dc86205cc37067736e,advisor_review_required,Low,True,0.6468899517041286,0.6590062222507777,0.2,2.0,strategy_b_governed_learning_path_v1,False
279a8a52bcfd2e40e5078f66,90d92db5add12b0f2ca8b7cb,04f34bb8774fef0291f514a6,advisor_review_required,Low,True,0.696035567321642,0.5530394413290486,0.4,0.0,strategy_b_governed_learning_path_v1,False
a4090f004aa256bf8c7a96f0,3bcef827b4d25a2c973de979,8c6b3e4f1f1605eb07f54a2e,advisor_review_required,High,False,0.6328862477576079,0.6921634624243431,0.0,0.0,strategy_b_governed_learning_path_v1,False
fc39ba070271ff948ab102ef,2b9e3fba29eac91bc4b07a79,94557b72312050369bb6346f,advisor_review_required,Low,True,0.2100244540197042,0.9531800445460009,0.0,-5.0,strategy_b_governed_learning_path_v1,False
b8286b49d94593c72ef05496,4cffa7f10b71a5e41dd335c3,6bcae031c9dfe25e83c8f259,advisor_review_required,Medium,True,0.5920926633213681,0.7470536204375832,0.0,3.0,strategy_b_governed_learning_path_v1,False
a1354f7f05784e56936d85b0,5bddb279fdf49053ec768a98,a08a13d38c2ffb4040b26093,advisor_review_required,Low,True,0.2030741839863196,0.9488724927976582,0.0,1.0,strategy_b_governed_learning_path_v1,False
10601d60abfb5c857f03c326,9aa61228014f528b0ee10f7d,e0f08fa9a7fede85aeef9945,advisor_review_required,Medium,True,0.31262310670542376,0.9206751338194106,0.0,1.0,strategy_b_governed_learning_path_v1,False
54363743d96080d1a749eb13,8f8aaec08511d5c02a2416f3,723c99c53def150d51d49a92,advisor_review_required,Low,True,0.2039525447654751,0.9532749465432193,0.0,-1.0,strategy_b_governed_learning_path_v1,False
446d95c4382e1c8633a53f06,231eff78fc5c3636976a3aff,3da7bfbc10f22c1a82198f36,advisor_review_required,Low,True,0.5089670754688703,0.8070800552009272,0.0,1.0,strategy_b_governed_learning_path_v1,False
a5dd481df32e3ccf593d4e2e,37969b5777f56fb54016beef,67f71486dcb26ee9456518df,advisor_review_required,Low,True,0.15114641479515104,0.9653119889911324,0.0,-1.0,strategy_b_governed_learning_path_v1,False
732f8107153add6c9de644cf,808c1f434b30c8f5558f0089,b6da91554ba84f1b95ff7ef7,advisor_review_required,Medium,True,0.5459384205469179,0.7702998212853343,0.0,0.0,strategy_b_governed_learning_path_v1,False
df026b50cc10aa81c7e1ec37,f4943dbe735e0cb6daf7e0a9,41b9d84afdc3ddc03cf912f8,advisor_review_required,Low,True,0.09646454621828623,0.980926835647967,0.0,-5.0,strategy_b_governed_learning_path_v1,False
0f5ed30371c3c725f10ef4ac,de349d056ec34520aa10aec8,dea79b02941f3fb700506372,advisor_review_required,Medium,True,0.24175190903526755,0.9466324374846826,0.0,0.0,strategy_b_governed_learning_path_v1,False
584ba767f903da37593391b8,bf6d09ef1bce76a1da430fe1,221b32a541cb58724e9a255b,advisor_review_required,Low,True,0.677763119728821,0.6529812964526972,0.2,-3.0,strategy_b_governed_learning_path_v1,False
6c71740d37e581095e858316,c87c0a14a1468b3233575cc2,ced05d3cd9a8350aa60992b3,advisor_review_required,Medium,True,0.43500188585063837,0.8588868980016869,0.0,-4.0,strategy_b_governed_learning_path_v1,False
a63f225045be60f619a29448,b2258938a81b86522662b14b,aa0972c1df07c2f7f1b03133,advisor_review_required,Low,True,0.5116517353446228,0.7942393346178054,0.0,-1.0,strategy_b_governed_learning_path_v1,False
bcba3d5fbd3d549e88d7cec9,74f9090b7e248999742ca097,2ab7c287513556ed5ce3f633,advisor_review_required,High,True,0.34282119517393705,0.8967827567642368,0.0,-2.0,strategy_b_governed_learning_path_v1,False
