case_id,dataset,student_id,record_id,stage,outer_fold,risk_probability,risk_band,prediction_source_version,prediction_seed_count,risk_band_source,recommendation_eligible,module,presentation,enrollment_identity,inactive_streak,active_days_ratio,recent_activity,activity_trend,assessment_completion,missing_assessments,course_progress,quiz_activity,vle_available,source_feature_version,sampling_risk_band,_27,panel
ad014435f852afe3a6f963a7dcdea522,oulad,616512,8f642826a83cf6fee9090912,20pct,0,0.16293485959370932,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2014B,8f642826a83cf6fee9090912,0.0,0.375,3.0910425186157227,-0.17158439755439758,0.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Low,17576413786613088,Panel B
fe1e15664a9a09cb776e2f2d5fd656c9,oulad,692828,345377db121147093cde2188,20pct,0,0.3230547308921814,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2014J,345377db121147093cde2188,4.0,0.15094339847564697,0.0,-0.636871337890625,0.0,0.0,0.20000000298023224,3.0,True,phase7.oulad.cutoff_safe.v1,Low,18536519576080035,Panel B
6a9ac05856e8ebbfee36c05764170fa0,oulad,674657,59dca661d619483841f71377,20pct,0,0.11279735465844472,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014J,59dca661d619483841f71377,0.0,0.6226415038108826,3.9512436389923096,-0.002428912092000246,1.0,0.0,0.20000000298023224,102.0,True,phase7.oulad.cutoff_safe.v1,Low,22832468543173922,Panel B
f7974943e7bde180ddd51b714d21efd5,oulad,630200,9a9e8a5cc701f96bf7b626d6,20pct,1,0.5232230722904205,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,9a9e8a5cc701f96bf7b626d6,0.0,0.3125,0.6931471824645996,-0.23233415186405182,1.0,0.0,0.20000000298023224,35.0,True,phase7.oulad.cutoff_safe.v1,Borderline,3274195088823503,Panel B
ebcce5761359a923c3fdfe72804d82be,oulad,685257,9f0e3bafcf93b7c0306186eb,20pct,1,0.46594969431559247,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014J,9f0e3bafcf93b7c0306186eb,2.0,0.07692307978868484,0.0,0.012354947626590729,1.0,0.0,0.20000000298023224,24.0,True,phase7.oulad.cutoff_safe.v1,Borderline,7370310996461182,Panel B
9194d9ccd054bac6733b39576a26510b,oulad,385341,d1935e4e2a16813c18e9e13e,20pct,1,0.5089470346768697,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014J,d1935e4e2a16813c18e9e13e,4.0,0.03846153989434242,0.0,-0.1729988306760788,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,19320937036114173,Panel B
656a3f2bde742d728fedf8f1993ae0ac,oulad,499483,249505f42eba8c8ce88b9e80,20pct,1,0.4607012867927551,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013B,249505f42eba8c8ce88b9e80,0.0,0.5833333134651184,2.8332133293151855,-0.1233953908085823,0.5,1.0,0.20000000298023224,21.0,True,phase7.oulad.cutoff_safe.v1,Borderline,27021093684559841,Panel B
47cb3f80348641fdf6a3648ea00b921b,oulad,609927,f4acd5a61f85446e8f79faa4,20pct,1,0.6885594924290975,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014J,f4acd5a61f85446e8f79faa4,2.0,0.32692307233810425,0.0,-0.4955231249332428,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,High,14772563226926037,Panel B
a6d5d7b0910c128472958cc031e600f2,oulad,418971,89883acf3758b0d7bcc90a33,20pct,1,0.6979318261146545,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,89883acf3758b0d7bcc90a33,0.0,0.3541666567325592,2.7725887298583984,-0.260181188583374,1.0,0.0,0.20000000298023224,44.0,True,phase7.oulad.cutoff_safe.v1,High,38976633077876745,Panel B
47f0e11b01035af604116e57063b278c,oulad,2680742,ed8471f5b549a39b0ad05432,20pct,1,0.888351321220398,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,ed8471f5b549a39b0ad05432,2.0,0.1875,0.0,-0.7107465863227844,0.5,1.0,0.20000000298023224,100.0,True,phase7.oulad.cutoff_safe.v1,High,51053258742059009,Panel B
1918c67326fe691c990b104348ad0601,oulad,439182,e91af87844da51f49947e519,20pct,1,0.1979114313920339,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013J,e91af87844da51f49947e519,0.0,0.18867924809455872,0.6931471824645996,0.17740371823310852,1.0,0.0,0.20000000298023224,16.0,True,phase7.oulad.cutoff_safe.v1,Low,2150004993694497,Panel B
910fe61041924eef24a30266d2adcf52,oulad,648445,a96de47bd4b5fab4f941e408,20pct,1,0.21038701633612314,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2014J,a96de47bd4b5fab4f941e408,1.0,0.2075471729040146,0.0,-0.453532338142395,0.0,0.0,0.20000000298023224,1.0,True,phase7.oulad.cutoff_safe.v1,Low,12766446966799047,Panel B
495d106a6cbd1f8462565c2bb7ca2884,oulad,656010,20f629c1b1725711dc7a9d47,20pct,1,0.18171212077140808,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,EEE,2014J,20f629c1b1725711dc7a9d47,0.0,0.24528302252292633,3.931825637817383,0.5500695705413818,1.0,0.0,0.20000000298023224,1.0,True,phase7.oulad.cutoff_safe.v1,Low,14572576098166085,Panel B
88b86d976c7f22bc72e9a12f39d642bd,oulad,611202,f82f404d64de71fd23d409e6,20pct,1,0.09488359342018764,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,EEE,2013J,f82f404d64de71fd23d409e6,0.0,0.4716981053352356,4.204692840576172,0.11374825239181519,1.0,0.0,0.20000000298023224,160.0,True,phase7.oulad.cutoff_safe.v1,Low,19112363284236072,Panel B
37a92ff5f82133e40b55097ed38134d6,oulad,622934,9248e962d85a5f392f8abc55,20pct,1,0.28075843552748364,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014J,9248e962d85a5f392f8abc55,0.0,0.3962264060974121,4.976733684539795,0.20589859783649445,1.0,0.0,0.20000000298023224,172.0,True,phase7.oulad.cutoff_safe.v1,Low,20678663928759508,Panel B
0690d94f38c7d2d9f06571cd31cd4164,oulad,531384,144a809257e1d2b34205aa90,20pct,1,0.2609274039665858,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013J,144a809257e1d2b34205aa90,0.0,0.9056603908538818,2.3025851249694824,-0.46451088786125183,1.0,0.0,0.20000000298023224,16.0,True,phase7.oulad.cutoff_safe.v1,Low,20740166067358485,Panel B
b304269ad630019b99f923812167ffae,oulad,472309,1b16e312db9e505038ce725a,20pct,2,0.5487999518712362,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,1b16e312db9e505038ce725a,0.0,0.2708333432674408,0.6931471824645996,0.04626566916704178,1.0,0.0,0.20000000298023224,62.0,True,phase7.oulad.cutoff_safe.v1,Borderline,4246412735823059,Panel B
bfad9ab759cf3ae83c9a899dbc576d92,oulad,385495,8d725e563df3022b0e3cbae0,20pct,2,0.5159532527128855,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,8d725e563df3022b0e3cbae0,0.0,0.36538460850715637,1.6094379425048828,-0.4014972746372223,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,7361889356270865,Panel B
cade25cc4085dcd81e8810f1a10a0bca,oulad,696203,63c52054e4ec75561616c517,20pct,2,0.5216812392075857,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014J,63c52054e4ec75561616c517,1.0,0.21153846383094788,0.0,-0.37155643105506897,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,12010117935241241,Panel B
08c53d33a9ea8cff2346fede698c3f50,oulad,625930,58ca4c46c0fe6d36f1f1fd4e,20pct,2,0.3986375033855438,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2014B,58ca4c46c0fe6d36f1f1fd4e,3.0,0.0625,0.0,-0.31547561287879944,0.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,18056383249858966,Panel B
899a971d57a58c98f9b7f34725ef8df0,oulad,441113,0150e2e0f5faeeca2dc0aac4,20pct,2,0.4676063855489095,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013B,0150e2e0f5faeeca2dc0aac4,0.0,0.6875,3.178053855895996,-0.27303335070610046,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,25999124189789440,Panel B
62d8cd4e9fa9370f8d7bd0046ac249e9,oulad,2684993,3026c0a4d28d649659f39a03,20pct,2,0.6916243235270182,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,3026c0a4d28d649659f39a03,0.0,0.5,3.6888794898986816,-0.19138126075267792,0.5,1.0,0.20000000298023224,112.0,True,phase7.oulad.cutoff_safe.v1,High,7243605803144894,Panel B
4a7e18e895309d01afdef6ddd84698f3,oulad,596473,16022076d4c075be4d94d0e6,20pct,2,0.978188157081604,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,16022076d4c075be4d94d0e6,0.0,0.0,0.0,0.0,0.0,1.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,High,30064416005983657,Panel B
fca08bba95e627be8672affe3a54c44c,oulad,267118,c2faf145376779bb06b46126,20pct,2,0.834637184937795,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014B,c2faf145376779bb06b46126,2.0,0.3125,0.0,-0.5772005319595337,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,High,54285406186103204,Panel B
b5e30e38ca667432e193263bd6f88c2f,oulad,528075,97dbd0a930867be2b3994f67,20pct,2,0.10962098091840744,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,97dbd0a930867be2b3994f67,0.0,0.75,4.934473991394043,0.0008702959166839719,1.0,0.0,0.20000000298023224,176.0,True,phase7.oulad.cutoff_safe.v1,Low,397555262732218,Panel B
62dcd9917987b367165ecc63f2203d32,oulad,540686,67f3bf624358ced113e797a1,20pct,2,0.21062650779883066,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,67f3bf624358ced113e797a1,0.0,0.5833333134651184,4.934473991394043,0.02461535669863224,1.0,0.0,0.20000000298023224,154.0,True,phase7.oulad.cutoff_safe.v1,Low,3377363941983065,Panel B
e3203a1f840420ab4e695bff107a48c7,oulad,580525,6fd3755a0153969d57253c61,20pct,2,0.2596794863541921,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,6fd3755a0153969d57253c61,0.0,0.6666666865348816,3.4339871406555176,-0.18444450199604034,1.0,0.0,0.20000000298023224,59.0,True,phase7.oulad.cutoff_safe.v1,Low,17722988951734183,Panel B
14569f8c25722ab4538fd55f39490129,oulad,586996,536dd01d7fa388ce1ba909a6,20pct,2,0.03595722901324431,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013J,536dd01d7fa388ce1ba909a6,0.0,0.8679245114326477,4.644391059875488,0.08413039892911911,1.0,0.0,0.20000000298023224,17.0,True,phase7.oulad.cutoff_safe.v1,Low,24000042754742444,Panel B
9e4181b611f94bd1f6a60ef6841c5d1b,oulad,548275,9c9d64bbd2b4b809d9b0cad7,20pct,2,0.24638822178045908,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013B,9c9d64bbd2b4b809d9b0cad7,0.0,0.8125,4.465908050537109,-0.19798921048641205,1.0,0.0,0.20000000298023224,19.0,True,phase7.oulad.cutoff_safe.v1,Low,24974700343278172,Panel B
d0fca32bbd0e991dd94f7e985e3cc87f,oulad,649009,804a28934bd292e5ce8c8a2d,35pct,0,0.40316087007522583,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014J,804a28934bd292e5ce8c8a2d,1.0,0.1595744639635086,0.0,-0.12491084635257721,1.0,0.0,0.3499999940395355,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,26086969956292463,Panel B
a34daec1a20a432c84fa22881b27ba03,oulad,628663,f023ec5e42783b1050a691b1,35pct,0,0.496367613474528,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,f023ec5e42783b1050a691b1,2.0,0.2142857164144516,0.0,-0.29737284779548645,1.0,0.0,0.3499999940395355,204.0,True,phase7.oulad.cutoff_safe.v1,Borderline,30891121708368683,Panel B
268fb092055e14b96b1ef7d3ca068a32,oulad,142819,cc9f753728c98e8c963d7915,35pct,0,0.3532741765181224,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013B,cc9f753728c98e8c963d7915,0.0,0.2142857164144516,3.4011974334716797,-0.056982800364494324,1.0,0.0,0.3499999940395355,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,44766148043384189,Panel B
99062114180deef3e07fef030dfca40d,oulad,602858,c0952d809fbca30f5fc7a0e1,35pct,0,0.9706729849179586,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2014B,c0952d809fbca30f5fc7a0e1,11.0,0.02380952425301075,0.0,-0.1409062147140503,0.0,1.0,0.3499999940395355,0.0,True,phase7.oulad.cutoff_safe.v1,High,1704819326941933,Panel B
6f3c12517b293126fa267b48a5e072a7,oulad,687007,d0d31ca94089111e46e101e3,35pct,0,0.9914295276006063,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014J,d0d31ca94089111e46e101e3,7.0,0.19148936867713928,0.0,-0.3598502278327942,0.5,1.0,0.3499999940395355,83.0,True,phase7.oulad.cutoff_safe.v1,High,2448041450315245,Panel B
8cd9a3e77dce2f62abf8e4e5e9eeb345,oulad,634279,edc84c4d606858d72ce0b6eb,35pct,0,0.995582381884257,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014B,edc84c4d606858d72ce0b6eb,8.0,0.095238097012043,0.0,-0.3314100503921509,0.0,2.0,0.3499999940395355,252.0,True,phase7.oulad.cutoff_safe.v1,High,26547421967561054,Panel B
b35a96d4cd91d2b8fe4daf8451566f9e,oulad,285475,293f4909758775a5f919a80c,35pct,0,0.10252476359407107,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013B,293f4909758775a5f919a80c,0.0,0.6785714030265808,3.8066625595092773,-0.010667873546481133,1.0,0.0,0.3499999940395355,0.0,True,phase7.oulad.cutoff_safe.v1,Low,1208996483003726,Panel B
e0d2cea60011abac3d005bf2fc07b368,oulad,283953,b961858e6899e1705e2d1868,35pct,0,0.054288022220134735,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013J,b961858e6899e1705e2d1868,0.0,0.4838709533214569,2.397895336151123,-0.12666265666484833,1.0,0.0,0.3499999940395355,18.0,True,phase7.oulad.cutoff_safe.v1,Low,1405254289613931,Panel B
89638caabb40f4ab5864c6a653d4cae8,oulad,625087,0f6f81f3cd61b3777d4c5310,35pct,0,0.1444224218527476,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014B,0f6f81f3cd61b3777d4c5310,0.0,0.40740740299224854,1.3862943649291992,-0.2749466300010681,1.0,0.0,0.3499999940395355,17.0,True,phase7.oulad.cutoff_safe.v1,Low,6097852623026872,Panel B
75598a1f56ef6ab90f9297a7c87814f9,oulad,647605,a1b413ef3bb6739d9ab80ea3,35pct,0,0.045782034595807396,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014J,a1b413ef3bb6739d9ab80ea3,0.0,0.5604395866394043,3.6888794898986816,-0.15500836074352264,1.0,0.0,0.3499999940395355,0.0,True,phase7.oulad.cutoff_safe.v1,Low,11826876850912595,Panel B
6db78db42e3e1d1b852ccbd1024ede2c,oulad,675383,c87a5d26854c9ca8076df03d,35pct,0,0.32191892464955646,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,c87a5d26854c9ca8076df03d,0.0,0.44680851697921753,2.079441547393799,-0.1774972379207611,0.6666666865348816,1.0,0.3499999940395355,489.0,True,phase7.oulad.cutoff_safe.v1,Low,23574960397067426,Panel B
