case_id,dataset,student_id,record_id,stage,outer_fold,risk_probability,risk_band,prediction_source_version,prediction_seed_count,risk_band_source,recommendation_eligible,module,presentation,enrollment_identity,inactive_streak,active_days_ratio,recent_activity,activity_trend,assessment_completion,missing_assessments,course_progress,quiz_activity,vle_available,source_feature_version,sampling_risk_band,_27,panel
81caed7af652c86d934def0f0244b618,oulad,530936,2d8e019d60401df4ab7b5325,20pct,0,0.6486648321151733,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,2d8e019d60401df4ab7b5325,2.0,0.1666666716337204,0.0,-0.5281350016593933,1.0,0.0,0.20000000298023224,81.0,True,phase7.oulad.cutoff_safe.v1,Borderline,35665498619924003,Panel A
8da03ccacf6cb5c4aa469c2e11e8ba86,oulad,572060,03f9eb88e104030c03f627be,20pct,0,0.42597757776578266,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,03f9eb88e104030c03f627be,0.0,0.6730769276618958,2.1972246170043945,-0.18679367005825043,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,39043399474577380,Panel A
13c2face240c30c16c54db95918d4c8e,oulad,620716,de35607c90730013462edf2f,20pct,0,0.39279364546140033,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,de35607c90730013462edf2f,0.0,0.5471698045730591,3.97029185295105,-0.17909549176692963,1.0,0.0,0.20000000298023224,286.0,True,phase7.oulad.cutoff_safe.v1,Borderline,44587408778675885,Panel A
c96f02eddbb23078309082286dbb310d,oulad,356386,a3e077fde5cbd059afe15a66,20pct,0,0.42112936576207477,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014B,a3e077fde5cbd059afe15a66,0.0,0.30434781312942505,1.3862943649291992,-0.10567563027143478,1.0,0.0,0.20000000298023224,13.0,True,phase7.oulad.cutoff_safe.v1,Borderline,61465895689195564,Panel A
6db5e045863f60eca2784cc7dff150a0,oulad,2102658,e41f7b69826827285729a9e3,20pct,0,0.9904128909111023,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,e41f7b69826827285729a9e3,0.0,0.0,0.0,0.0,0.0,2.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,High,12096406308156614,Panel A
f594cf1e0e33dd7f73f949bc1ef369b0,oulad,627126,19e9601fc0e4867d978cd287,20pct,0,0.784643809000651,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014B,19e9601fc0e4867d978cd287,0.0,0.1041666641831398,0.6931471824645996,-0.042094819247722626,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,High,30575513761414889,Panel A
dbc78f263175cdf3db5d97e67a6c371b,oulad,635410,5ef12e8ee3c914859f4694e7,20pct,0,0.8263288736343384,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,5ef12e8ee3c914859f4694e7,3.0,0.07547169923782349,0.0,-0.00984141230583191,0.5,1.0,0.20000000298023224,1.0,True,phase7.oulad.cutoff_safe.v1,High,45521183318148711,Panel A
9da5105f5869a21047ab8d20bf352538,oulad,361282,5130fcb30434e27f374e6c91,20pct,0,0.6937922239303589,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013B,5130fcb30434e27f374e6c91,0.0,0.2083333283662796,2.6390573978424072,0.26916536688804626,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,High,58699653675246582,Panel A
ebb46140cd0fe450a2bc8aa57808c17a,oulad,551745,98c9fad87dae64391231d7a7,20pct,0,0.9677873651186625,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013J,98c9fad87dae64391231d7a7,3.0,0.11320754885673523,0.0,-0.6025826334953308,0.5,1.0,0.20000000298023224,95.0,True,phase7.oulad.cutoff_safe.v1,High,58852154525941919,Panel A
5f08259158a789a09b65219a0172f1d6,oulad,633749,d901dc5e0398457d589cb599,20pct,0,0.7932377258936564,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2014B,d901dc5e0398457d589cb599,6.0,0.0416666679084301,0.0,-0.4386797845363617,0.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,High,70351643974830993,Panel A
752841e754caec8628cc3fbf9f6d9c03,oulad,508446,69d4c87031537091c73387bf,20pct,0,0.8042941490809122,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014B,69d4c87031537091c73387bf,0.0,0.4583333432674408,4.330733299255371,0.3858835697174072,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,High,74232614047561620,Panel A
018e35fc53256ccbdcec15aeb07908c9,oulad,415969,c70f43d3b17a3c7cfae36864,20pct,0,0.8387110829353333,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,AAA,2014J,c70f43d3b17a3c7cfae36864,6.0,0.01886792480945587,0.0,-0.15708674490451813,0.0,1.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,High,77881005667837772,Panel A
b4b0b08e824461e1382fcec82bce7cb1,oulad,549014,d3ea2f33c60806bf8e8dec2a,20pct,0,0.976254383722941,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,d3ea2f33c60806bf8e8dec2a,3.0,0.0833333358168602,0.0,-0.09160532802343369,0.5,1.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,High,86239264986464136,Panel A
50e7901ee5335edb1d10c6df63f43443,oulad,523872,4d88ceaf915a4b4f6b331d6d,20pct,0,0.13121453921000162,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,EEE,2014J,4d88ceaf915a4b4f6b331d6d,0.0,0.4716981053352356,2.944438934326172,-0.027007250115275383,1.0,0.0,0.20000000298023224,135.0,True,phase7.oulad.cutoff_safe.v1,Low,1343045354220922,Panel A
ca1d17d39c2e56e7c3509ea5a6247343,oulad,647215,07306b56164b9edc13983e9c,20pct,0,0.13492853939533234,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014J,07306b56164b9edc13983e9c,0.0,0.9615384340286255,3.044522523880005,-0.1693861186504364,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Low,3910860993582808,Panel A
fcfc61b4850ebca8713054e87013cdf9,oulad,646322,3d423f1b4e23e8135a249b93,20pct,0,0.18196767568588257,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014J,3d423f1b4e23e8135a249b93,0.0,0.5,3.7135720252990723,0.043444350361824036,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Low,4027354062689131,Panel A
6cfa8e7a05531e9086cba23c59ca75fc,oulad,2566163,6079c6f63ed3fc110e5231c3,20pct,0,0.13582649578650793,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,AAA,2013J,6079c6f63ed3fc110e5231c3,0.0,0.35849055647850037,3.367295742034912,-0.20063956081867218,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Low,5334678801839168,Panel A
a0e89493452019722e797b8b03dd2620,oulad,649078,eba817fea31321fda0f90fac,20pct,0,0.16725356876850128,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014J,eba817fea31321fda0f90fac,0.0,0.9038461446762085,3.25809645652771,-0.04433710500597954,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Low,15752337580976414,Panel A
65fc5915c74024ab03fae97607c10acd,oulad,654945,28eec1fd19e618d922bcb73b,20pct,0,0.19582675397396088,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2014J,28eec1fd19e618d922bcb73b,1.0,0.09433962404727936,0.0,0.0955013781785965,0.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Low,16649186292862644,Panel A
9fcf16c4352aef78588644bc96aba338,oulad,692502,6beec4e6bae0ac600e4c258d,20pct,0,0.13207184771696726,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014J,6beec4e6bae0ac600e4c258d,0.0,0.6346153616905212,0.6931471824645996,-0.23580396175384521,1.0,0.0,0.20000000298023224,29.0,True,phase7.oulad.cutoff_safe.v1,Low,19934410412681583,Panel A
bdf3ee005faf3a0c466b596186b32890,oulad,679525,7a06042545376ab8ea7c7aeb,20pct,0,0.05284936477740606,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014J,7a06042545376ab8ea7c7aeb,0.0,0.9038461446762085,4.158883094787598,-0.1363193243741989,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Low,22910568412462066,Panel A
b85fcbfa1abe8259a976d4cc2703301a,oulad,351034,21ce5b8b023fee8fc8b9589c,20pct,0,0.13359439373016357,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,21ce5b8b023fee8fc8b9589c,0.0,0.8958333134651184,4.634728908538818,-0.0645749419927597,1.0,0.0,0.20000000298023224,70.0,True,phase7.oulad.cutoff_safe.v1,Low,34285390336767363,Panel A
9ee6806fecd2bb5c573253a001e4184d,oulad,643202,0b76812ab90be170dfeffe0e,20pct,0,0.07084180911382039,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014J,0b76812ab90be170dfeffe0e,0.0,0.5471698045730591,4.682131290435791,-0.21169447898864746,1.0,0.0,0.20000000298023224,209.0,True,phase7.oulad.cutoff_safe.v1,Low,39326557669985150,Panel A
6d3926ba711fddc7ed25f07ae3c734ba,oulad,601235,b9ec7dc7c9cf38e8c43bb7c3,20pct,0,0.17389334738254547,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014J,b9ec7dc7c9cf38e8c43bb7c3,0.0,0.5849056839942932,4.394449234008789,-0.049023114144802094,1.0,0.0,0.20000000298023224,232.0,True,phase7.oulad.cutoff_safe.v1,Low,41174366703347318,Panel A
22deabaeabfaaab514d4c00a4eb7f4f0,oulad,579661,3ed0e89e4e79928e4c49ea13,20pct,0,0.32720186312993366,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2013J,3ed0e89e4e79928e4c49ea13,2.0,0.23076923191547394,0.0,-0.4910164773464203,0.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Low,43429020399627852,Panel A
1b67ad908ae8b5fd5ba030dcf5791d27,oulad,226895,cdf5fef2fc687b05b64f5f28,20pct,0,0.22018779814243317,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014B,cdf5fef2fc687b05b64f5f28,0.0,0.4583333432674408,2.8332133293151855,0.023310014978051186,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Low,47426466373013426,Panel A
7c1287f106698440f14484d7579c3934,oulad,445760,8c9783a0721256c492a905a3,20pct,0,0.18519792705774307,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013J,8c9783a0721256c492a905a3,1.0,0.22641509771347046,0.0,-0.3168289363384247,1.0,0.0,0.20000000298023224,12.0,True,phase7.oulad.cutoff_safe.v1,Low,48807630904892575,Panel A
7355597095e532c2b58863e1df01b09c,oulad,2266377,6a6b214a85308cc992b94fd2,20pct,0,0.26653988162676495,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014B,6a6b214a85308cc992b94fd2,0.0,0.1304347813129425,2.8332133293151855,0.19881685078144073,1.0,0.0,0.20000000298023224,14.0,True,phase7.oulad.cutoff_safe.v1,Low,64881843283551169,Panel A
36f3e04ed613960911bddb19af71e14f,oulad,607679,8aea09f64f729aa9663dfab1,20pct,0,0.10740631570418675,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014J,8aea09f64f729aa9663dfab1,0.0,0.7735849022865295,3.5553481578826904,-0.18261218070983887,1.0,0.0,0.20000000298023224,157.0,True,phase7.oulad.cutoff_safe.v1,Low,71917849370503092,Panel A
48aeb9ecc26a899a02a235a038828af5,oulad,532779,7583e05f32a7e1ba3ea1d2fc,20pct,0,0.17188488940397897,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014J,7583e05f32a7e1ba3ea1d2fc,0.0,0.17307692766189575,3.25809645652771,0.022210299968719482,1.0,0.0,0.20000000298023224,141.0,True,phase7.oulad.cutoff_safe.v1,Low,73953121091080040,Panel A
acdceb70b88c7eeb1e0a69fc2963e2a1,oulad,583714,dccc95e429c10e8730a28c08,20pct,0,0.19676414132118225,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,EEE,2013J,dccc95e429c10e8730a28c08,1.0,0.6037735939025879,0.0,-0.573479950428009,1.0,0.0,0.20000000298023224,74.0,True,phase7.oulad.cutoff_safe.v1,Low,74713567811668153,Panel A
441b26d6eae2dab8cc84a4f017b3e990,oulad,2149735,7c8630497bf9d76067b3b2ad,20pct,0,0.17653112610181174,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013J,7c8630497bf9d76067b3b2ad,1.0,0.18867924809455872,0.0,-0.29830214381217957,1.0,0.0,0.20000000298023224,155.0,True,phase7.oulad.cutoff_safe.v1,Low,80508805796444049,Panel A
52eff0af1dd7c139e89941a68cef1d96,oulad,645835,75a8a27a3b9b7550c4b8143f,20pct,0,0.26795852184295654,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,75a8a27a3b9b7550c4b8143f,0.0,0.5849056839942932,0.6931471824645996,-0.6017847061157227,1.0,0.0,0.20000000298023224,287.0,True,phase7.oulad.cutoff_safe.v1,Low,88261007243376084,Panel A
70e1bf5ddab0af56cadfcd9f036f4570,oulad,589220,e35ba0a981392f77576bff20,20pct,0,0.12811087568600973,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,e35ba0a981392f77576bff20,0.0,0.6730769276618958,4.18965482711792,-0.07716252654790878,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Low,92976829326371822,Panel A
a339a937ab97db0e060a361a22ee491c,oulad,579575,65b8fe94324a50cf5aa43fa9,20pct,0,0.22671272357304892,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013J,65b8fe94324a50cf5aa43fa9,0.0,0.16981132328510284,3.4339871406555176,-0.15158870816230774,1.0,0.0,0.20000000298023224,29.0,True,phase7.oulad.cutoff_safe.v1,Low,93901649603783516,Panel A
12525923a6a0f0a7effb40c5c9923f22,oulad,584433,1d7351323adcc5ab104a8eea,20pct,1,0.453701118628184,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,1d7351323adcc5ab104a8eea,0.0,0.26923078298568726,5.159055233001709,0.10460353642702103,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,175283156645537,Panel A
a6fd05bff8ba82e92f14eaa21043f5d4,oulad,339824,9b425903d6ea0318f2b4db18,20pct,1,0.5036122103532156,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,9b425903d6ea0318f2b4db18,0.0,0.18867924809455872,1.3862943649291992,0.14749568700790405,0.5,1.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,3086390180541921,Panel A
ab8ae105881ec154144d37d835ff40fb,oulad,2168833,3d8dbb74997ec0184cd706bb,20pct,1,0.4741041660308838,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,AAA,2014J,3d8dbb74997ec0184cd706bb,5.0,0.056603774428367615,0.0,-0.10873294621706009,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,5822195827887069,Panel A
b686b194e7834664205cff2985ba1038,oulad,561608,0a3f74c96caf56d944d6b8d4,20pct,1,0.3602314889431,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014J,0a3f74c96caf56d944d6b8d4,0.0,0.3461538553237915,2.5649492740631104,-0.0026979162357747555,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,8089161730616047,Panel A
cc1b1aa99e2bced8d934ce86d715db67,oulad,602053,7d309cc941abedaefe9f9f67,20pct,1,0.39224688212076825,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013J,7d309cc941abedaefe9f9f67,0.0,0.3396226465702057,1.0986123085021973,-0.5035851001739502,1.0,0.0,0.20000000298023224,0.0,True,phase7.oulad.cutoff_safe.v1,Borderline,8802318323937731,Panel A
