case_id,dataset,student_id,record_id,stage,outer_fold,risk_probability,risk_band,prediction_source_version,prediction_seed_count,risk_band_source,recommendation_eligible,module,presentation,enrollment_identity,inactive_streak,active_days_ratio,recent_activity,activity_trend,assessment_completion,missing_assessments,course_progress,quiz_activity,vle_available,source_feature_version
6feb015949c19e99b33e9352348cf1c9,oulad,694078,00283eec8f2aaa255654da11,20pct,2,0.4081190327803294,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014J,00283eec8f2aaa255654da11,1.0,0.40384614,0.0,-0.41232413,1.0,0.0,0.2,55.0,True,phase7.oulad.cutoff_safe.v1
1f52619d959bd6449a7188da6588a154,oulad,597052,002950882de4c0db61d383b0,20pct,2,0.09021913260221481,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,002950882de4c0db61d383b0,0.0,0.5283019,5.525453,0.030677512,1.0,0.0,0.2,566.0,True,phase7.oulad.cutoff_safe.v1
4b800ace300edc356db85f71de6ffab8,oulad,559449,00297c340573e12572e7972f,20pct,1,0.22753810385862985,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,00297c340573e12572e7972f,0.0,0.35416666,4.4188404,0.15492137,0.5,1.0,0.2,68.0,True,phase7.oulad.cutoff_safe.v1
28be1c8602707c13715841ee7c86c366,oulad,2433216,002bddb6770947d373eb6f61,20pct,1,0.8700070182482401,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014J,002bddb6770947d373eb6f61,3.0,0.15384616,0.0,-0.47171897,0.5,1.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
2fdd379220d0e1e79434f59e6825eef9,oulad,514756,002dfa69a852566b4191a5c7,20pct,2,0.30256014068921405,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,002dfa69a852566b4191a5c7,0.0,0.25,4.4426513,-0.18037827,1.0,0.0,0.2,1.0,True,phase7.oulad.cutoff_safe.v1
2911644c9ce7616757ac256fc68daa36,oulad,371044,003712a39215830f32304208,20pct,2,0.3735070029894511,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013B,003712a39215830f32304208,0.0,0.7916667,4.7095304,-0.048235755,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
b7466bb68676143bab1362964ddf29a2,oulad,549203,00399f0d824f01c950e9596c,20pct,2,0.9821738998095194,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013B,00399f0d824f01c950e9596c,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
5d9b96b9fbbe87c839772fc73d37c644,oulad,556170,003eb04a2a084ece52a91cd0,20pct,1,0.963445246219635,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014B,003eb04a2a084ece52a91cd0,4.0,0.0625,0.0,-0.57592267,0.0,1.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
80e9b2e181aca329cd3c3202abc691b9,oulad,59185,004c127d083263e51a4c8f20,20pct,0,0.23655487596988678,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,AAA,2013J,004c127d083263e51a4c8f20,0.0,0.3962264,2.9957323,-0.21667306,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
da7b0132100fc2d15d91e5143604bbf7,oulad,324447,004cd0e53cd079596edf445a,20pct,1,0.5708050727844238,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,004cd0e53cd079596edf445a,0.0,0.58064514,4.8598123,-0.06830554,1.0,0.0,0.2,54.0,True,phase7.oulad.cutoff_safe.v1
1a31790f0f295ac6d7387621066c93b8,oulad,637754,004cd5ee6a93239f586ed8dc,20pct,2,0.16930627326170603,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,004cd5ee6a93239f586ed8dc,0.0,0.5283019,3.9318256,-0.21517387,1.0,0.0,0.2,248.0,True,phase7.oulad.cutoff_safe.v1
66a78c7c01466e8d8b54ff6d5c8cf8c0,oulad,241769,0056212496da50c4fd382613,20pct,0,0.5005809366703033,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014J,0056212496da50c4fd382613,0.0,0.30769232,2.7725887,-0.038616024,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
c1dd87de0e69fbaa8e454a774cabf26b,oulad,2142516,0056ce404169b1cffa9ff867,20pct,1,0.5145449837048849,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,0056ce404169b1cffa9ff867,0.0,0.5283019,1.0986123,-0.3514462,0.5,1.0,0.2,338.0,True,phase7.oulad.cutoff_safe.v1
9a29193abab5762fa4fceeec910ee7d5,oulad,574070,0059f8a25ac0c83f9515aef8,20pct,1,0.17821346720059714,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013J,0059f8a25ac0c83f9515aef8,0.0,0.6226415,2.8332133,-0.17552558,1.0,0.0,0.2,130.0,True,phase7.oulad.cutoff_safe.v1
2c599e6a9e750e5fde9a69cdd262776b,oulad,639514,005bcdc3dac119ae004fbac9,20pct,2,0.1309726188580195,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014J,005bcdc3dac119ae004fbac9,0.0,0.63461536,2.9957323,-0.12710203,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
919185f82a7739ae9a387e0cce6e1af5,oulad,544289,005cfdd26b3cb6e03057acbc,20pct,0,0.08471270650625229,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013J,005cfdd26b3cb6e03057acbc,0.0,1.0,5.1357985,-0.18866025,1.0,0.0,0.2,416.0,True,phase7.oulad.cutoff_safe.v1
83b8630baed3c7a4e8948cc30dcc3b63,oulad,2517864,00604fa51b87f1cd559aa2da,20pct,1,0.2685537089904149,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013B,00604fa51b87f1cd559aa2da,0.0,0.27083334,1.0986123,-0.13028777,1.0,0.0,0.2,13.0,True,phase7.oulad.cutoff_safe.v1
416121ec277bd99367c1f961e8a97335,oulad,677006,0060901a798470a172ce1fdf,20pct,1,0.11905966450770696,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,0060901a798470a172ce1fdf,0.0,0.49056605,3.3322046,0.04094243,1.0,0.0,0.2,184.0,True,phase7.oulad.cutoff_safe.v1
1897407c84baffa0fceb8fb73e8d6e1e,oulad,647893,00623b207d5e54042d6b0d14,20pct,2,0.24787360429763794,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2014J,00623b207d5e54042d6b0d14,0.0,0.018867925,1.609438,0.13411982,0.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
61dc78745f99f88b764e98408a2a3fb9,oulad,629694,0062e7678fae86efa5cadb04,20pct,0,0.8356377879778544,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,0062e7678fae86efa5cadb04,1.0,0.125,0.0,-0.18544152,0.5,1.0,0.2,47.0,True,phase7.oulad.cutoff_safe.v1
285c98325a0ca8cd99f6b93d47e5e5ac,oulad,290382,006459b96c4ac9c2db881ede,20pct,1,0.106422724823157,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,EEE,2013J,006459b96c4ac9c2db881ede,0.0,0.6603774,4.454347,-0.10641267,1.0,0.0,0.2,121.0,True,phase7.oulad.cutoff_safe.v1
d0caa22ee34758862140d0281225e0f6,oulad,563819,00690fe78fbeee01289d3461,20pct,2,0.7001091837882996,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,00690fe78fbeee01289d3461,0.0,0.14583333,0.6931472,0.06685007,0.5,1.0,0.2,1.0,True,phase7.oulad.cutoff_safe.v1
450096bb63ef90ee5940980f319db979,oulad,2620279,006cb2dbdc845f56fa4d05e8,20pct,2,0.27566178639729816,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013J,006cb2dbdc845f56fa4d05e8,1.0,0.094339624,0.0,-0.029948672,1.0,0.0,0.2,15.0,True,phase7.oulad.cutoff_safe.v1
baf43ee5559f3fc0afaa06fbbc50ee75,oulad,154191,006fac160b69c76ad41b7754,20pct,0,0.07497826715310414,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013J,006fac160b69c76ad41b7754,0.0,0.3962264,4.356709,-0.0608452,1.0,0.0,0.2,268.0,True,phase7.oulad.cutoff_safe.v1
cd71e6b44939438beecd681f62920188,oulad,603325,006fdebfc10e3936b1c31a16,20pct,0,0.3829401632150014,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,006fdebfc10e3936b1c31a16,0.0,0.3653846,3.0910425,-0.21997564,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
663946d79b5924ecc5cacf65d99a2671,oulad,653206,007204b1110da5efae2cf7d0,20pct,1,0.9634381731351217,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014J,007204b1110da5efae2cf7d0,1.0,0.0754717,0.0,-0.04854128,0.0,2.0,0.2,1.0,True,phase7.oulad.cutoff_safe.v1
253cd05ace5c4cbb2935f53dca8bfeed,oulad,411060,00727e181bec551ac50faafe,20pct,0,0.38948601484298706,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014B,00727e181bec551ac50faafe,0.0,0.7083333,3.0910425,-0.28279027,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
e56aa7a406c42fb3da33625b4c242099,oulad,578546,0073261519ae35de53280638,20pct,1,0.1347638194759687,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013J,0073261519ae35de53280638,0.0,0.33962265,2.5649493,0.18787108,1.0,0.0,0.2,31.0,True,phase7.oulad.cutoff_safe.v1
71a8df15ab4922344f0b19d3c3b23517,oulad,425755,00738c7f53613c8f1f7c5846,20pct,0,0.10566564400990804,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,00738c7f53613c8f1f7c5846,0.0,0.5833333,4.934474,-0.08250614,1.0,0.0,0.2,52.0,True,phase7.oulad.cutoff_safe.v1
e0c8ea12177a7267180e4b1fda9e029c,oulad,577464,0080c7a23e95b2545019d01e,20pct,2,0.11161583910385768,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,0080c7a23e95b2545019d01e,0.0,0.86538464,3.6888795,-0.09983816,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
6e2e5d567b5a6027424eab4552eafd61,oulad,622386,00850877dbf486720f796351,20pct,2,0.1339849904179573,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,00850877dbf486720f796351,0.0,0.8333333,3.8501475,-0.49282822,0.5,1.0,0.2,661.0,True,phase7.oulad.cutoff_safe.v1
260ea024d812e47143fe38303d2d266e,oulad,415631,00856049223e2a734ff9e3e3,20pct,2,0.4573429425557454,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,00856049223e2a734ff9e3e3,0.0,0.18867925,1.7917595,0.03199051,1.0,0.0,0.2,51.0,True,phase7.oulad.cutoff_safe.v1
c891732610bcc93487033e516abd8751,oulad,531294,0085bd9aa51313d2ba0d3bec,20pct,2,0.09129902472098668,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,0085bd9aa51313d2ba0d3bec,0.0,0.7916667,4.574711,-0.017009437,1.0,0.0,0.2,123.0,True,phase7.oulad.cutoff_safe.v1
285d494b7f1009dfe9a309f7c102b6fe,oulad,618667,008a07c962a137f4dc8118fb,20pct,1,0.37589794397354126,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014B,008a07c962a137f4dc8118fb,0.0,0.5833333,4.394449,0.039613307,1.0,0.0,0.2,8.0,True,phase7.oulad.cutoff_safe.v1
e9002863b1ecd4bef888ecb178c78cbc,oulad,2312809,008c15d3d540246a9cf26ffd,20pct,1,0.39070625106493634,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014B,008c15d3d540246a9cf26ffd,0.0,0.35416666,2.8903718,0.17560107,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
63e770f5a280a156822ceb706580c9ec,oulad,598989,00902885c4bdb57311fec44b,20pct,2,0.3169693350791931,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,00902885c4bdb57311fec44b,0.0,0.75,4.65396,-0.056189973,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
2e1eb5d545f48b9f72e6261b5fc326f0,oulad,2697885,00965f66a6c73ad399f502b0,20pct,0,0.410663366317749,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014B,00965f66a6c73ad399f502b0,0.0,0.47916666,3.3322046,0.4397543,1.0,0.0,0.2,78.0,True,phase7.oulad.cutoff_safe.v1
23800600e0d623451d98a67c8f797492,oulad,558244,00971c04ee77e6c0d1395b1a,20pct,1,0.7685868541399637,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,00971c04ee77e6c0d1395b1a,1.0,0.47916666,0.0,-0.8956011,0.5,1.0,0.2,87.0,True,phase7.oulad.cutoff_safe.v1
69cf21edbc6be84d78bf179891548eaa,oulad,607798,009784b9507895cc420e6b5b,20pct,2,0.3029460608959198,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2013J,009784b9507895cc420e6b5b,1.0,0.5,0.0,-0.36056334,0.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
a235b1f9a8478731821f99923312b86b,oulad,685779,009b614dfb7bcdd14ad5f4dd,20pct,1,0.3660804529984792,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014J,009b614dfb7bcdd14ad5f4dd,2.0,0.15384616,0.0,-0.2459457,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
438cb58f68ecb2ff094e12b343b71926,oulad,509390,009c0c07dae526bbe521b14a,20pct,0,0.8362975716590881,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013J,009c0c07dae526bbe521b14a,4.0,0.018867925,0.0,-0.008251752,0.0,2.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
7edf24e0fa376ffdfaba39c5659834a0,oulad,609235,00a0e7cb83dcab8ac9029776,20pct,1,0.45691436529159546,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,00a0e7cb83dcab8ac9029776,0.0,0.3962264,0.6931472,-0.064482704,1.0,0.0,0.2,172.0,True,phase7.oulad.cutoff_safe.v1
911bcc9dda68b0260065dd6594b2b8ee,oulad,536805,00a832173cc062657aed6618,20pct,2,0.714805006980896,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014B,00a832173cc062657aed6618,1.0,0.2173913,0.0,-0.43609843,0.5,1.0,0.2,1.0,True,phase7.oulad.cutoff_safe.v1
81b3d9a403dd2c434c9b1af714813fc8,oulad,550549,00a8f72af2bb53d415134f3e,20pct,0,0.24756177266438803,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013B,00a8f72af2bb53d415134f3e,1.0,0.14583333,0.0,-0.13406551,1.0,0.0,0.2,13.0,True,phase7.oulad.cutoff_safe.v1
09424c13b5b31f2483f4896282ab47a6,oulad,604393,00ab360f1292f92e9b9183c9,20pct,2,0.1265160838762919,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,EEE,2013J,00ab360f1292f92e9b9183c9,0.0,0.6037736,3.6635616,-0.11848221,1.0,0.0,0.2,136.0,True,phase7.oulad.cutoff_safe.v1
79fe01e142b55e25ab8ba6972927a33e,oulad,556783,00b4863356c4fb2ecf1ea51b,20pct,2,0.05268046880761782,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,00b4863356c4fb2ecf1ea51b,0.0,1.0,5.6937323,-0.048711725,1.0,0.0,0.2,268.0,True,phase7.oulad.cutoff_safe.v1
2f01da23de9b6b0a0171fae4aed1ee8c,oulad,566963,00b500cfacf534d9e476cdfe,20pct,0,0.23487488925457,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2013J,00b500cfacf534d9e476cdfe,2.0,0.057692308,0.0,0.054582946,0.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
