student_index,rank,item_id,intervention_name,score,explanation
2,2,study_group,Facilitated Study Group,0.8122,"Đề xuất 'Facilitated Study Group' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.75, Perf Need: 0.57, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
2,3,interactive_quiz,LMS Interactive Quizzing,0.7418,"Đề xuất 'LMS Interactive Quizzing' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.75, Perf Need: 0.54, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.85)"
2,4,lms_onboarding,LMS Navigation Tutorial,0.7368,"Đề xuất 'LMS Navigation Tutorial' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.75, Perf Need: 0.54, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.80)"
2,5,parent_sync,Parent-Teacher Engagement Sync,0.7318,"Đề xuất 'Parent-Teacher Engagement Sync' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.75, Perf Need: 0.54, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
3,1,advanced_seminar,Advanced Subject Seminar,0.8856,"Đề xuất 'Advanced Subject Seminar' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.84, Diff Fit: 1.00, Time Fit: 0.72, Prereq Fit: 1.00, Effect: 0.60)"
3,2,remedial_class,Remedial Topic Bootcamps,0.7393,"Đề xuất 'Remedial Topic Bootcamps' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, vừa sức với năng lực hiện tại của bạn. (Risk Match: 1.00, Perf Need: 0.08, Diff Fit: 1.00, Time Fit: 0.52, Prereq Fit: 1.00, Effect: 0.95)"
3,3,study_group,Facilitated Study Group,0.7043,"Đề xuất 'Facilitated Study Group' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.08, Diff Fit: 0.50, Time Fit: 0.92, Prereq Fit: 1.00, Effect: 0.75)"
3,4,interactive_quiz,LMS Interactive Quizzing,0.6846,"Đề xuất 'LMS Interactive Quizzing' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.25, Diff Fit: 0.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.85)"
3,5,lms_onboarding,LMS Navigation Tutorial,0.6796,"Đề xuất 'LMS Navigation Tutorial' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.25, Diff Fit: 0.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.80)"
4,1,study_group,Facilitated Study Group,0.8524,"Đề xuất 'Facilitated Study Group' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro nghỉ học nhiều, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.54, Diff Fit: 1.00, Time Fit: 0.80, Prereq Fit: 1.00, Effect: 0.75)"
4,2,attendance_monitoring,Daily Attendance Monitoring,0.8196,"Đề xuất 'Daily Attendance Monitoring' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro nghỉ học nhiều, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.52, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.90)"
4,3,counselor_meeting,Academic Counselor Consultation,0.8146,"Đề xuất 'Academic Counselor Consultation' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro nghỉ học nhiều, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.52, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.85)"
4,4,lms_onboarding,LMS Navigation Tutorial,0.807,"Đề xuất 'LMS Navigation Tutorial' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro nghỉ học nhiều, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.99, Perf Need: 0.52, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.80)"
4,5,parent_sync,Parent-Teacher Engagement Sync,0.802,"Đề xuất 'Parent-Teacher Engagement Sync' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro nghỉ học nhiều, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.99, Perf Need: 0.52, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
5,1,extra_exercises,Targeted Practice Exercises,0.9345,"Đề xuất 'Targeted Practice Exercises' được lựa chọn vì nó hỗ trợ khắc phục tình trạng xu hướng điểm số đang giảm, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.73, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.90)"
5,2,study_group,Facilitated Study Group,0.8643,"Đề xuất 'Facilitated Study Group' được lựa chọn vì nó hỗ trợ khắc phục tình trạng xu hướng điểm số đang giảm, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.81, Perf Need: 0.73, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
5,3,remedial_class,Remedial Topic Bootcamps,0.8456,"Đề xuất 'Remedial Topic Bootcamps' được lựa chọn vì nó hỗ trợ khắc phục tình trạng xu hướng điểm số đang giảm, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.73, Diff Fit: 0.50, Time Fit: 0.88, Prereq Fit: 1.00, Effect: 0.95)"
5,4,academic_coaching,Biweekly Academic Coaching,0.8215,"Đề xuất 'Biweekly Academic Coaching' được lựa chọn vì nó hỗ trợ khắc phục tình trạng xu hướng điểm số đang giảm, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.64, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.70)"
5,5,interactive_quiz,LMS Interactive Quizzing,0.7812,"Đề xuất 'LMS Interactive Quizzing' được lựa chọn vì nó hỗ trợ khắc phục tình trạng xu hướng điểm số đang giảm, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.81, Perf Need: 0.64, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.85)"
6,1,interactive_quiz,LMS Interactive Quizzing,0.9285,"Đề xuất 'LMS Interactive Quizzing' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.72, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.85)"
6,2,lms_onboarding,LMS Navigation Tutorial,0.9235,"Đề xuất 'LMS Navigation Tutorial' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.72, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.80)"
6,3,parent_sync,Parent-Teacher Engagement Sync,0.9185,"Đề xuất 'Parent-Teacher Engagement Sync' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.72, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
6,4,academic_coaching,Biweekly Academic Coaching,0.9135,"Đề xuất 'Biweekly Academic Coaching' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.72, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.70)"
6,5,peer_tutoring,Peer-Led Study Tutoring,0.8775,"Đề xuất 'Peer-Led Study Tutoring' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.86, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.80)"
7,1,advanced_seminar,Advanced Subject Seminar,0.9302,"Đề xuất 'Advanced Subject Seminar' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.85, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.60)"
7,2,remedial_class,Remedial Topic Bootcamps,0.81,"Đề xuất 'Remedial Topic Bootcamps' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.08, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.95)"
7,3,study_group,Facilitated Study Group,0.464,"Đề xuất 'Facilitated Study Group' được lựa chọn vì nó phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.16, Perf Need: 0.08, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
7,4,interactive_quiz,LMS Interactive Quizzing,0.433,"Đề xuất 'LMS Interactive Quizzing' được lựa chọn vì nó phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.16, Perf Need: 0.25, Diff Fit: 0.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.85)"
7,5,extra_exercises,Targeted Practice Exercises,0.4316,"Đề xuất 'Targeted Practice Exercises' được lựa chọn vì nó phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.01, Perf Need: 0.08, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.90)"
8,1,advanced_seminar,Advanced Subject Seminar,0.845,"Đề xuất 'Advanced Subject Seminar' được lựa chọn vì nó hỗ trợ khắc phục tình trạng thời gian tự học chưa đủ, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn. (Risk Match: 1.00, Perf Need: 0.73, Diff Fit: 1.00, Time Fit: 0.60, Prereq Fit: 1.00, Effect: 0.60)"
8,2,remedial_class,Remedial Topic Bootcamps,0.7325,"Đề xuất 'Remedial Topic Bootcamps' được lựa chọn vì nó hỗ trợ khắc phục tình trạng thời gian tự học chưa đủ, vừa sức với năng lực hiện tại của bạn. (Risk Match: 1.00, Perf Need: 0.14, Diff Fit: 1.00, Time Fit: 0.40, Prereq Fit: 1.00, Effect: 0.95)"
8,3,study_group,Facilitated Study Group,0.6976,"Đề xuất 'Facilitated Study Group' được lựa chọn vì nó hỗ trợ khắc phục tình trạng thời gian tự học chưa đủ, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.14, Diff Fit: 0.50, Time Fit: 0.80, Prereq Fit: 1.00, Effect: 0.75)"
8,4,time_planning,Time Management Workshop,0.6765,"Đề xuất 'Time Management Workshop' được lựa chọn vì nó hỗ trợ khắc phục tình trạng thời gian tự học chưa đủ, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.28, Diff Fit: 0.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.70)"
8,5,lms_onboarding,LMS Navigation Tutorial,0.5056,"Đề xuất 'LMS Navigation Tutorial' được lựa chọn vì nó hỗ trợ khắc phục tình trạng thời gian tự học chưa đủ, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.40, Perf Need: 0.28, Diff Fit: 0.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.80)"
9,1,study_group,Facilitated Study Group,0.8607,"Đề xuất 'Facilitated Study Group' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.98, Perf Need: 0.45, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
9,2,remedial_class,Remedial Topic Bootcamps,0.8045,"Đề xuất 'Remedial Topic Bootcamps' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.45, Diff Fit: 0.50, Time Fit: 0.96, Prereq Fit: 1.00, Effect: 0.95)"
9,3,interactive_quiz,LMS Interactive Quizzing,0.7995,"Đề xuất 'LMS Interactive Quizzing' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.98, Perf Need: 0.47, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.85)"
9,4,lms_onboarding,LMS Navigation Tutorial,0.7945,"Đề xuất 'LMS Navigation Tutorial' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.98, Perf Need: 0.47, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.80)"
9,5,parent_sync,Parent-Teacher Engagement Sync,0.7895,"Đề xuất 'Parent-Teacher Engagement Sync' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.98, Perf Need: 0.47, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
10,1,study_group,Facilitated Study Group,0.8773,"Đề xuất 'Facilitated Study Group' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.99, Perf Need: 0.52, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
10,2,remedial_class,Remedial Topic Bootcamps,0.8242,"Đề xuất 'Remedial Topic Bootcamps' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.52, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.95)"
10,3,interactive_quiz,LMS Interactive Quizzing,0.8106,"Đề xuất 'LMS Interactive Quizzing' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.99, Perf Need: 0.51, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.85)"
10,4,lms_onboarding,LMS Navigation Tutorial,0.8056,"Đề xuất 'LMS Navigation Tutorial' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.99, Perf Need: 0.51, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.80)"
10,5,parent_sync,Parent-Teacher Engagement Sync,0.8006,"Đề xuất 'Parent-Teacher Engagement Sync' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.99, Perf Need: 0.51, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
11,1,time_planning,Time Management Workshop,0.9285,"Đề xuất 'Time Management Workshop' được lựa chọn vì nó hỗ trợ khắc phục tình trạng học lực đầu vào chưa tốt, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.79, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.70)"
11,2,lms_onboarding,LMS Navigation Tutorial,0.9243,"Đề xuất 'LMS Navigation Tutorial' được lựa chọn vì nó hỗ trợ khắc phục tình trạng học lực đầu vào chưa tốt, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.95, Perf Need: 0.79, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.80)"
11,3,parent_sync,Parent-Teacher Engagement Sync,0.9193,"Đề xuất 'Parent-Teacher Engagement Sync' được lựa chọn vì nó hỗ trợ khắc phục tình trạng học lực đầu vào chưa tốt, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.95, Perf Need: 0.79, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
11,4,interactive_quiz,LMS Interactive Quizzing,0.9143,"Đề xuất 'LMS Interactive Quizzing' được lựa chọn vì nó hỗ trợ khắc phục tình trạng học lực đầu vào chưa tốt, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.95, Perf Need: 0.79, Diff Fit: 1.00, Time Fit: 0.90, Prereq Fit: 1.00, Effect: 0.85)"
11,5,peer_tutoring,Peer-Led Study Tutoring,0.8726,"Đề xuất 'Peer-Led Study Tutoring' được lựa chọn vì nó hỗ trợ khắc phục tình trạng học lực đầu vào chưa tốt, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.99, Diff Fit: 0.50, Time Fit: 0.80, Prereq Fit: 1.00, Effect: 0.80)"
12,1,remedial_class,Remedial Topic Bootcamps,0.8136,"Đề xuất 'Remedial Topic Bootcamps' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.47, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.95)"
12,2,study_group,Facilitated Study Group,0.7554,"Đề xuất 'Facilitated Study Group' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.62, Perf Need: 0.47, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
12,3,interactive_quiz,LMS Interactive Quizzing,0.693,"Đề xuất 'LMS Interactive Quizzing' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.62, Perf Need: 0.48, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.85)"
12,4,lms_onboarding,LMS Navigation Tutorial,0.688,"Đề xuất 'LMS Navigation Tutorial' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.62, Perf Need: 0.48, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.80)"
12,5,parent_sync,Parent-Teacher Engagement Sync,0.683,"Đề xuất 'Parent-Teacher Engagement Sync' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 0.62, Perf Need: 0.48, Diff Fit: 0.50, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.75)"
13,1,advanced_seminar,Advanced Subject Seminar,0.9488,"Đề xuất 'Advanced Subject Seminar' được lựa chọn vì nó hỗ trợ khắc phục tình trạng rủi ro không đạt kết quả môn học, đáp ứng nhu cầu cải thiện kết quả học tập hiện tại, vừa sức với năng lực hiện tại của bạn, phù hợp với thời gian học tập hàng tuần của bạn. (Risk Match: 1.00, Perf Need: 0.94, Diff Fit: 1.00, Time Fit: 1.00, Prereq Fit: 1.00, Effect: 0.60)"
