recommendation_instance_id,goal_id,goal_type,title,description,baseline,target,measurement_method,start_date,target_date,priority,status,evidence_codes,policy_version
da06f8b72909b9a7ee4fa9ff,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
7e5df9178c5d95ecb5f34f43,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
528547e8221314519893e476,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_downward', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
0597e9c147362adb42d45f41,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'high_predicted_achievement']",strategy_b_governed_learning_path_v1
c6e37cff19de9f84d8c79bdc,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'high_predicted_achievement']",strategy_b_governed_learning_path_v1
3629913c1d6aa329338107b9,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
eb1086924b137a3ec2d04b28,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_downward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
008e8839b45cd59ce8f352d9,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
4b331ede511e5bbf05fbb99d,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
425a5171c7ea74956d8edf65,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_downward', 'high_predicted_achievement']",strategy_b_governed_learning_path_v1
b75b5886c0db9c31ac9cc29b,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
2797d6e85fde71ee4176ccf2,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
f021fe0c49e3a38e0fe678f3,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
f4fb13f55ea431389572eb2b,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
438733a851ab7514da0249ec,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'high_predicted_achievement']",strategy_b_governed_learning_path_v1
7bde2d9505d931d34b6c727b,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'high_predicted_achievement']",strategy_b_governed_learning_path_v1
3f34b7b96457176b97aec108,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
8be5fd53b0442b97610c5285,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
d04f845cc63d8e20c4d0f246,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
aaa03fbb58581adb259a49fa,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
00906b547135d6d24ab9aa12,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'high_predicted_achievement']",strategy_b_governed_learning_path_v1
e52418eae200a4788bb33dc7,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
713c39cb2b511f302823a04c,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
0e67374830a1f2aef70de67f,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_downward', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
c5375527746712d50f8ab172,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
f384bc5d635a130a1cc28a34,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_downward', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
9bb22233bcad044e5ba40122,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
005515130c8a153ddeee265e,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_downward', 'high_predicted_achievement']",strategy_b_governed_learning_path_v1
566ddbf405555ea770f101d4,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
da0ba421f6a3e3cdeafc84f2,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
7a6d28dd54059364592fa733,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'high_predicted_achievement']",strategy_b_governed_learning_path_v1
9dbd4867042374367be39670,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
2f16ecde46be7d95b63b167f,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_downward', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
cd52e488e27240781bbfa7cc,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
fa92fb372f34900c02cf08c4,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
33256e9db4a88ed50a101355,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
a17d0f541492ed20f929f9a5,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
e88d15bf7372c6372fd9c86b,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
8fda407fa9dfb25cfc0b690e,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_downward', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
e11b97505f42cf0670f2b3b8,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'high_predicted_achievement']",strategy_b_governed_learning_path_v1
3ec4a8dd07093b264cd73c1a,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
65cdd9b744c303ee32c8e5e7,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
a44a291e64e4295d740bd6a3,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
ed53d436bc52c346c602a251,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
1f58ea5e0d27d0a65cf7d31c,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'high_predicted_achievement']",strategy_b_governed_learning_path_v1
4a32753d43c9aacfa98a3b07,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_downward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
3bed7f4b5466274ad80e822d,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
034ed8eb371d5116de1341e8,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
93cee72dc2d16ac5f6117231,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
9e10becbef08c78c481d9bd9,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
09cd283ce3180063ed6b7bca,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'medium_predicted_achievement']",strategy_b_governed_learning_path_v1
9cc5ad9b456976bd7bc37434,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_upward', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
b40d9466260c424da59bd77e,goal_week4_progress,learning_path,Complete the advisor-confirmed four-week learning path,Complete at least 80% of scheduled learning-path actions over four weeks.,completion_not_started,at_least_80_percent_action_completion,follow_up_completion_records,advisor_to_set,four_weeks_after_advisor_approval,1,draft,"['trajectory_stable', 'low_predicted_achievement']",strategy_b_governed_learning_path_v1
