student_key,course_key,stage,action_id,behavior_aligned,next_stage_risk,favorable_final_outcome
06e01fb11f06c0f098180f657dc8b9f2f1079e02081db1ce2689fea10b25b52d,EEE-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.22454746663570405,True
07ab1970ac8b08e75cda95cdd3cee76ed68ea4f1874e33ae8fbb54ecd2dd7f47,GGG-2013J,EARLY_20,STUDY_SCHEDULE,False,0.7454824924468995,True
037a7777b99bd4e5a6867c397f8bab4dde38ade11db695444fbbcda0d00f8fac,DDD-2013J,EARLY_20,STUDY_SCHEDULE,False,0.34968006014823916,False
0717472e78a6972955b2fa33bcd0d9c2a7790b71cbf8b1e99a3ee0560e906785,EEE-2013J,EARLY_20,STUDY_SCHEDULE,False,0.46970280408859255,True
02a223c8aa2723d3fbc70eb0b34c1b3884a264c930002d7b9f7223d5bee1adc9,FFF-2013J,EARLY_20,STUDY_SCHEDULE,False,0.738798463344574,False
0316202b14bcc4e790ac9559fd51417a929facdbddeb382a7d6cb1795bfec6b1,FFF-2014B,EARLY_20,STUDY_SCHEDULE,False,0.32741559743881227,True
082e47d670845c02152f57b84ae33090e8e0eef34f298a10c1dd0678e8377f6d,GGG-2013J,EARLY_20,VLE_ENGAGEMENT,False,0.8575022220611572,False
0495c35150e203bc498c4712a262b0499a9de4f8dfbdac5d8b06a98e57d6f275,BBB-2013J,EARLY_20,STUDY_SCHEDULE,False,0.9902846574783325,False
0411cd0645b22407291a1c9bed81e927bf45eb7a16be3cd8eb8ef4b5f32cd34f,BBB-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.15688972175121307,True
028d56984651ee05a7cdc6b629cb3239548c9a567a8259489cf73302f01aaebb,CCC-2014B,EARLY_20,STUDY_SCHEDULE,False,0.2510285347700119,True
0393e0b3bf37baf6e22831eb577757dfb6eb6a80f4c3624c4a43b0d20a2f92c5,DDD-2013J,EARLY_20,STUDY_SCHEDULE,False,0.5828786373138428,True
0c23568b1edb2be34fd1f3d3226313dbb4871a7645420313d02961fe7fe9f0fc,DDD-2014B,EARLY_20,STUDY_SCHEDULE,False,0.7058489322662354,False
07853171161015c107a0d424e3cf941442c5229c2c0ab7207a0194adb3d3b48e,EEE-2013J,EARLY_20,STUDY_SCHEDULE,False,0.37635470628738404,True
0ab1b5f7d608e2a5bb4ce563504515ee20a1d6b8f871c0cbf29156ddc19226e1,EEE-2014B,EARLY_20,STUDY_SCHEDULE,False,0.28926126956939696,True
00b20917d6ef98231dda3aa9e036bfb99c5f7abe325e878b2d94a0942619ae6c,BBB-2013B,EARLY_20,ASSESSMENT_COMPLETION,True,0.1433611735701561,True
00c3fa0bcece2f2e1a38dbf9bf5630b58f66f8123371aeba9b886c0c50bb0c3e,BBB-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.20134479999542237,True
00b015dbd91d6efbd3786ea6b3d6f60b1cd25ca78407567eedfb6d0bbbf34609,CCC-2014B,EARLY_20,STUDY_SCHEDULE,False,0.489337682723999,True
000aac6888bd94fbed766b9d697afb60bfa0f5fc82e76db5f628a5f87eb83eb9,DDD-2013J,EARLY_20,STUDY_SCHEDULE,False,0.7176921606063843,False
0056a8099ad8159b86dc3f77feb1f426bcecb29a5ccb7e71f5edd9e375e5246d,EEE-2013J,EARLY_20,STUDY_SCHEDULE,False,0.1876574993133545,True
002a1ff97b560c8466404aeca59ed223e258b2fc650f96b2ad43b7cfe78952a3,FFF-2014B,EARLY_20,STUDY_SCHEDULE,False,0.5210313498973846,True
0261da69c18b1dc543aeabb9eb2eb47ebcf23a23c0299045443592fa8a71e282,GGG-2014B,EARLY_20,STUDY_SCHEDULE,True,0.4017796993255615,True
014044d548b22f926b8ead586ac8abb24b0599a4dfce94209986ffadc29c36bf,CCC-2014B,EARLY_20,STUDY_SCHEDULE,False,0.5433339476585388,False
008889feeec99ceeefa0df7d777597e3a01d79d64d975e8f21b6de343f01eb77,DDD-2013B,EARLY_20,VLE_ENGAGEMENT,False,0.6056637287139892,True
0057ea50422b4930a551554925b22c7d1b0c8e0353bc4ccd8fa59f6a99f4f13d,DDD-2013J,EARLY_20,VLE_ENGAGEMENT,True,0.4510451078414917,False
00d17d8f64d40e4d06aedb93a8002ebe190e82f4c579fd68917e0cc1cb3b95b0,DDD-2014B,EARLY_20,STUDY_SCHEDULE,True,0.82782541513443,False
03aee4830ec6c37d5c07b73e29ee6a86d121baf299ebe7feab6519cd35543dca,EEE-2014B,EARLY_20,STUDY_SCHEDULE,False,0.2093621462583542,True
008ba9a94f27d9444f2d4d199a9801c46448b6aaa27b6624da336e93768cf7f9,FFF-2013B,EARLY_20,ASSESSMENT_COMPLETION,True,0.7212390780448914,False
03485876c32b84fa82c8961ed193b1f7dc07b0f6c504e2a1e54fa29897d5e4f3,GGG-2014B,EARLY_20,STUDY_SCHEDULE,True,0.4727557897567749,True
0164581e1649afbd0d3765eae7a381b3b880ca8249028cc5dc2085d3c52f7fc3,BBB-2013B,EARLY_20,STUDY_SCHEDULE,,,False
0302e44c243d2693681f372f4f99f57e8cf5917db40f86134de3688ca918dfe2,BBB-2013J,EARLY_20,STUDY_SCHEDULE,False,0.9697080850601196,False
010a6654ad4d82a50d0d3be7aa397a9c44eea14e85720b7027d9583e01ba281b,BBB-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.5442253470420837,False
00caf40dd2f1a9631bf187dee46f4eb05648af946e5625087776f56b5fa21dbc,DDD-2013J,EARLY_20,VLE_ENGAGEMENT,False,0.9435713410377502,False
04d97158272d897c170c2d7ec3217838a1249f2f0681354cb94b31d92d19445b,EEE-2014B,EARLY_20,STUDY_SCHEDULE,False,0.24384855031967162,True
018718d0f9f05ad86033267dfe031b705b6560f10ad993a1b99fe5b1ec2bb672,FFF-2013J,EARLY_20,STUDY_SCHEDULE,False,0.18904679119586945,True
00b26e4993149667e9d583da06f702ca91b86f595b1bbce28b4b7d37264f730a,FFF-2014B,EARLY_20,ASSESSMENT_COMPLETION,False,0.6967810750007629,True
0648de3c1ada8ac62f5f521e83e444a8626f3aa23189a06286cfdf39cdee9a59,GGG-2014B,EARLY_20,STUDY_SCHEDULE,True,0.2520794689655304,False
0173c29c01e378c303bf27a6867e65e5d580990cec8228b465e87ea0577c4854,BBB-2013B,EARLY_20,VLE_ENGAGEMENT,False,0.21637859642505647,True
01b8691c37fc261c4824f6c2d07949437b4a51017d08d39c50733eedb83f2e09,BBB-2014B,EARLY_20,STUDY_SCHEDULE,True,0.9787722945213317,False
0161edb967842b402fec56d28d9e109d31376edd59b23f437c8ec2fbeceb1f5e,CCC-2014B,EARLY_20,STUDY_SCHEDULE,False,0.7627323031425476,True
02b3450c94324cdd0490b62351cb1d48b56208a5d9b7a7f806f9d48cafbfbccc,DDD-2013B,EARLY_20,ASSESSMENT_COMPLETION,False,0.9073718547821045,False
026d36473cc4ed54fe18c4af8a249b1507e455be767d5289b115874ec4d9c76d,DDD-2014B,EARLY_20,STUDY_SCHEDULE,False,0.841182017326355,False
05092a494c19dde14a0e06932d57571cfa54a49b4de2eaa657881c9b49f3941b,EEE-2014B,EARLY_20,VLE_ENGAGEMENT,True,0.7212238550186157,True
050e8ec49759710acc205a3edc024e81172ad66fa1065edb7949708fbd597187,GGG-2013J,EARLY_20,STUDY_SCHEDULE,False,0.3483588457107544,False
0677e9221a11bcfb4669e97f8495ffabf4257a8f7c362595d1e3ae2a41a30e7c,GGG-2014B,EARLY_20,STUDY_SCHEDULE,False,0.2294064700603485,True
01d8bf83c21bce030f8fb55bb201ff822f7b41ef4d9281df4224c12cd1550b29,DDD-2013J,EARLY_20,STUDY_SCHEDULE,,,False
03849860819b1051d982f2d473b41a040de41ee05ba1ee8d50bebfd2a2bd1589,DDD-2014B,EARLY_20,STUDY_SCHEDULE,False,0.3283721268177032,False
062158d806f6ff1dcb14ea6a3366d2b5edb95c22cbe3072ced00ebcc46b40153,EEE-2014B,EARLY_20,STUDY_SCHEDULE,False,0.6324141025543213,True
01ad63813696137a9defa15a5d91f22c7b6afae89639386ea98ced62e2bdf28f,FFF-2013B,EARLY_20,STUDY_SCHEDULE,False,0.9972933530807495,False
02fdf1be9eccb8a3d2ce503b89c6a365d8a9d7fb79918454fec45455999fcc15,FFF-2013J,EARLY_20,STUDY_SCHEDULE,,,False
03c6a2d78800752108cd1659208fbfb166a7f7dd089c2dcf42454949b23dbe9f,FFF-2014B,EARLY_20,STUDY_SCHEDULE,True,0.9066255331039429,False
079c151c3bf3de0e78eb90a584956171d3a61a5365e8abfcbe2a4c29e240f2d0,GGG-2014B,EARLY_20,STUDY_SCHEDULE,False,0.3376553118228912,True
04a71dc39207f79bfa9f9bb24f54687bcf3c5e54d0081cc2318ff4527e1a2b16,BBB-2013J,EARLY_20,STUDY_SCHEDULE,False,0.5695250034332275,True
0310e9cf8fae88fd984b2acd5750501822991f97588aea846fc3b78adfb091b4,CCC-2014B,EARLY_20,STUDY_SCHEDULE,False,0.9725508570671082,False
0213c480328a62c763f694719ee4fca921f5540fae054d1c36b479f87b51b1ae,DDD-2013J,EARLY_20,STUDY_SCHEDULE,False,0.3843625485897064,True
041cb115e549e22ed69b21a5852ab25c022189ca0981aa7bbd4c6bdebf2d5843,DDD-2014B,EARLY_20,STUDY_SCHEDULE,,,False
0297c6ee4149bfb28557e13e9c172428bc969e6cc41206824ca2eac1f3662f5e,EEE-2013J,EARLY_20,ASSESSMENT_COMPLETION,False,0.9561627507209778,False
076e4106cd6b66757efc94136a6d97dcbb93765bdf7606c88557b5f174aff77c,EEE-2014B,EARLY_20,VLE_ENGAGEMENT,True,0.3308092474937439,True
01b323f7c890041cc7d16158a4244b935c25c77f2b7d0c1aa078a044a5fded3d,FFF-2013B,EARLY_20,VLE_ENGAGEMENT,False,0.8877714276313782,False
03130b9f4702b138c994fdb5964359391a7043d062a28eaedc589e22280f82ae,FFF-2013J,EARLY_20,VLE_ENGAGEMENT,False,0.9645348072052002,False
04cbc778caa802bcf729de21dad8ec473378341c5f4bfef3985e5b3d7fbb85be,FFF-2014B,EARLY_20,STUDY_SCHEDULE,False,0.1251586839556694,True
055741b8e090d907b077740463a94ddf77fe6c25e77b72d67301c372981ff9ca,GGG-2013J,EARLY_20,STUDY_SCHEDULE,False,0.36599041223526,False
07ad004df0857b76c9719326cb4173fb734eef7da3a9fb5712b4acb410efecf3,GGG-2014B,EARLY_20,STUDY_SCHEDULE,False,0.21793284118175507,False
0549d006a6aa73d66832dcff9b3e65e4f7a685d1cb9424e631b9346747396bf3,BBB-2013J,EARLY_20,STUDY_SCHEDULE,False,0.17086237967014312,True
02d2f6c1e74b9569d8d591681c804224180745be44b2343b8e314d39e362882d,BBB-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.5413779258728028,True
0273563ac349df799b59b592eaba27f75a9abc12e40de905605546f899fbef5a,DDD-2013J,EARLY_20,VLE_ENGAGEMENT,False,0.40521185398101806,True
046100cbb45f25041078be635fcc22a093fb3d096c0be6747fc9f1d5aaafcd1d,DDD-2014B,EARLY_20,VLE_ENGAGEMENT,True,0.21989581882953643,True
012c48383609a5492f53ba6233dbb0565f71ac1e5d16312422bb9091bcc2ad5d,BBB-2013J,EARLY_20,STUDY_SCHEDULE,False,0.9433704376220703,False
014d3394dd280977e7a6e8a42f02ca9c7f117e50b3bf0f3a00386cc04f29ac3d,DDD-2013B,EARLY_20,STUDY_SCHEDULE,False,0.9831856250762939,False
001c7e70743b03d8f60eba3582eb7c3d44fc742b4f4839094579d6133f7bc833,DDD-2013J,EARLY_20,STUDY_SCHEDULE,,,False
00ca1c84119906a6939947a247b28a138283602cd750d7248e938dcfe7faad86,DDD-2014B,EARLY_20,STUDY_SCHEDULE,False,0.4360102951526642,False
01fd1b49017921f9f8ad3296e81f00c936f98cf3d2a2b45d5750e6d9eba1d4ba,EEE-2013J,EARLY_20,STUDY_SCHEDULE,False,0.10278643071651458,False
006d549151624792d83c4c2ec8a6a049221dfd432d21c819dc72dcad66fa9ef9,FFF-2013J,EARLY_20,STUDY_SCHEDULE,False,0.18510500937700272,True
008c55c7f897766fefcc635b025e348049ca41a10707f76672043ef3cbb8c97c,GGG-2013J,EARLY_20,STUDY_SCHEDULE,False,0.8231503009796143,False
03977f00b4ac36d8ec05c5e4dcfb503c7d318184b77b66466733df30328d75c2,AAA-2013J,EARLY_20,ASSESSMENT_COMPLETION,False,0.5881309390068055,False
0112309d1eeaff152fef22513a01a188f016dabdd88fe656b6837b158726b137,BBB-2013B,EARLY_20,STUDY_SCHEDULE,False,0.9691385746002197,False
0117eb6efc202cd5c6c29683437fc029faac84e42611d802da0f631c51924857,BBB-2014B,EARLY_20,STUDY_SCHEDULE,False,0.9023751854896546,False
0045d52fea14564ea6bd3956437757fbd34f23222466a78425931c7d5fc1f53b,CCC-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.5781277894973755,True
019824ee655282b307a255590b51417914a8575d8a752e0f4e6bccacbb57256f,DDD-2013B,EARLY_20,VLE_ENGAGEMENT,True,0.46526725888252257,False
003c9f727111a0777100153dcbaf69e2b29c1e625f8d53e6ec2a129ca6aef1fa,DDD-2013J,EARLY_20,VLE_ENGAGEMENT,False,0.44985820055007936,True
01f340ac3db6b6fd88af9da196316c840ab9f3ff5578326c95e47a670637d5f0,EEE-2014B,EARLY_20,STUDY_SCHEDULE,False,0.13887282460927963,True
0214e89dd46c3f9d7e2df6b734dc13945a1592b6511139cfd89c499af6b5f08a,FFF-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.6889708757400512,True
01059671b5f8eefcfe311fbac3db3c0f9e77c7138637d13875f35ae083f3181a,GGG-2013J,EARLY_20,VLE_ENGAGEMENT,False,0.5210496246814728,True
0197bd2731453352aed412cb6702996af2df7ee54d7bf0102d1768e82f7a4822,BBB-2013B,EARLY_20,STUDY_SCHEDULE,False,0.13113615810871124,True
02c381bd780dca6baba9df189608168505b5006c9cc4032e47f3c3022853db23,BBB-2013J,EARLY_20,STUDY_SCHEDULE,False,0.7193457841873169,False
01b31dbbff4fe57a7ef7a716f1f26cb0d514cba98de4073f82e3b895e67fbedf,BBB-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.45779086351394654,True
01e90853e9ee38aa6f8057e7d89dbb02caa40a2606f438cf2b89dc15d7260afb,DDD-2013B,EARLY_20,VLE_ENGAGEMENT,True,0.6870234489440918,False
006d9739b0b538aabc2694826eb1ea987888349e8b29b6538d803da4ad0d1bed,DDD-2013J,EARLY_20,VLE_ENGAGEMENT,False,0.9692063808441163,False
01a2215b7f3db1fe72146323b24e5072296237ea0464e2eaaf168d51652ebe7d,DDD-2014B,EARLY_20,STUDY_SCHEDULE,False,0.16407770216464995,False
04b10d055f1dd200952426ef1419754a8e4b9111466274daa3706d134bb5904a,EEE-2013J,EARLY_20,VLE_ENGAGEMENT,False,0.10709462463855743,True
026473c0e4942e71dcad5645534f253ac3ecf48e1334919379f1484012e71e2e,EEE-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.8081868290901184,False
02a63cb8c1d697594ef969992513add2e16bd4bcbe3bf7e477ee61fd4fd04b4c,FFF-2013B,EARLY_20,STUDY_SCHEDULE,False,0.11753680929541588,True
02eea7983e1710c77671bb0a99ce9dee771d15690e585cfd7ee1975a08330ccd,BBB-2013J,EARLY_20,VLE_ENGAGEMENT,False,0.23503635823726654,True
01d432dcad1b6dab19fa9d2dc5be77207a0d77581d242ca13e21ec26f8b4ca9e,BBB-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.31403974294662473,True
01640a1751274a27e9b17ae7910fba26512fd9cb457d29c86ecc6a88a31f450f,CCC-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.2418682187795639,True
024d112bc01ae3d0fb3f303a41ab2b7e18374373ad1780341d9341ea04065c08,DDD-2013B,EARLY_20,VLE_ENGAGEMENT,False,0.4553861677646637,True
0115ff2c4baf53f9bbbc978b136109ba31ab773c4631a06f1ae45bd2bd0b7fc4,DDD-2013J,EARLY_20,STUDY_SCHEDULE,False,0.8365110397338867,False
0225f9f004710ea6725fb629c1d86a66761a6b38da5a70a4ee3fdc4725f19297,DDD-2014B,EARLY_20,STUDY_SCHEDULE,False,0.7603597998619079,False
05e42e03061f1b904f62024371e28b9f8369d367e2b6cdca41d4cad8d989e58c,EEE-2013J,EARLY_20,STUDY_SCHEDULE,True,0.3860082745552063,True
04578916290701a0b3ac606a9910565e105ce69dcb224d831b397ebcba490951,EEE-2014B,EARLY_20,STUDY_SCHEDULE,False,0.24332107305526735,True
0ad21d615316a44af7c07c1088ed482ce02fe24160ad3f49d85131821a7f68a2,GGG-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.40597833395004274,True
043979edc969a0715c6ebca550496c694d89966d3771e29db068e22dd4cc8cee,BBB-2013J,EARLY_20,STUDY_SCHEDULE,False,0.29166951179504397,True
0189773d4104bf6868b52c42791085f802834b32383c28dc0ee4f6993ac7b385,CCC-2014B,EARLY_20,STUDY_SCHEDULE,False,0.49846850633621215,False
02f5df8081b0ab9ea4100a2dc1ed7819a6a2d291259c0de66324a4f0d34fda27,DDD-2013B,EARLY_20,STUDY_SCHEDULE,False,0.9811222672462463,False
0245984076f876c347371891aa1e5c39cbdc4443a816640b50802b1da96261d6,DDD-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.36893112063407896,True
0461cd8b5b496b3b68ac19a047d885b2612fa60fbb806575edaad9ee92aee267,FFF-2013B,EARLY_20,STUDY_SCHEDULE,False,0.8737452745437622,False
033ab8dace935f665542aed1e2f32a7a9f07514ab639a7af793f633345e10c7a,FFF-2013J,EARLY_20,STUDY_SCHEDULE,False,0.5711536645889282,False
0467760b30c1c63fdf209b8b497cce65005ff6c3a0a85bf3f6f57d395515d269,GGG-2013J,EARLY_20,VLE_ENGAGEMENT,False,0.2866497367620468,True
0e46ccb4af5808c76a9179026fa98025648b4ec96973ddb2b669f9542557fbd8,AAA-2013J,EARLY_20,STUDY_SCHEDULE,False,0.23920028507709504,True
037b75e694cf47f0ec50d0748f0bf34390936ea10ce219aba546951d37111944,BBB-2013B,EARLY_20,ASSESSMENT_COMPLETION,True,0.6764614105224609,False
058415bc6b0db0e08e93dee32638688a06aee1725daa99dddc0ecd94edebf883,BBB-2013J,EARLY_20,STUDY_SCHEDULE,False,0.22817507088184358,True
03af4c2ea25d739d066a5a8a096ebfa490cc44e17980a84e4b5bdbfc486e8358,CCC-2014B,EARLY_20,STUDY_SCHEDULE,False,0.9933177709579468,False
03133d9c7617f408b36e77a6f2916f1bdec9e5d890935a857378a2374f6ef824,DDD-2013B,EARLY_20,STUDY_SCHEDULE,True,0.5831000328063964,False
01945c4aa2e0ac4000f12a90f414c62ef115f908b7b19bf800da555e8e95dde4,DDD-2013J,EARLY_20,STUDY_SCHEDULE,True,0.9156088471412659,False
027336f57400f80a86a810b0f2733b507434f2a7a9895d65803cb47aa58f9787,DDD-2014B,EARLY_20,STUDY_SCHEDULE,False,0.6209899425506592,False
0972aa9590228b6dec68213973396feb8e8f4436ef38d713e67976a924248575,EEE-2013J,EARLY_20,STUDY_SCHEDULE,False,0.14598989486694336,True
0500d095577532d4249ce19ac0332068547699e7750ab77ebc9c8db3f59e893b,EEE-2014B,EARLY_20,STUDY_SCHEDULE,False,0.9807658195495605,False
052fcafb69636909acaf9439405cc3ff06cd9155710a7af10934b1d4847219cd,FFF-2013B,EARLY_20,STUDY_SCHEDULE,False,0.9831475496292115,False
04e0b18ef52f67829b57742cef095bdc4536eb48d26cb2852864af83576c591c,GGG-2013J,EARLY_20,STUDY_SCHEDULE,True,0.4198996365070343,True
0b115a2f6c101fc36a2e80ec3a31f9ca2b7d296694ad57b93ebda9b853430955,GGG-2014B,EARLY_20,STUDY_SCHEDULE,True,0.4139889538288116,True
05d10d57297065d3aa3359bf52bb5426470aba182b4cba3283b8204079b5b4e9,BBB-2013J,EARLY_20,STUDY_SCHEDULE,False,0.20845429897308348,True
0452111079cfaedbe1c5ade52f424ade44277785e43b2a3c7c46239258e2d817,DDD-2013B,EARLY_20,ASSESSMENT_COMPLETION,True,0.5222189784049988,True
02e603013c32728770819244c8449ed0ebafd10dd63bdd5b7694f2fb7d12f679,DDD-2013J,EARLY_20,STUDY_SCHEDULE,False,0.921437668800354,False
03c632c626d235d185b315bf81f09ec23fb29e7b5f5120487f8bbf362557b9f7,DDD-2014B,EARLY_20,VLE_ENGAGEMENT,False,0.5477305054664612,False
0b7dfb726f3f8592d8af55a8ecb49ef6f8a88f30e103b0b7c922d59c2b7bae18,EEE-2013J,EARLY_20,VLE_ENGAGEMENT,False,0.6760088443756104,False
05738bb1a8d379b39bafdbdb3416d5cf724c3ff4bd087fb501b9ddfd3f8efa3d,EEE-2014B,EARLY_20,STUDY_SCHEDULE,False,0.23668451309204103,True
00ab84aeaea9d9f3c11a6183f10c4246b07b8a5be2142c1ed60f20aa5a92ec4e,BBB-2013J,EARLY_35,VLE_ENGAGEMENT,True,0.06849759519100189,True
000893cbd46c6a972f5c248a0c2d39fe1f4a3ca9a31b88dcc983d60ea7e52de4,BBB-2014B,EARLY_35,STUDY_SCHEDULE,False,0.9981189727783203,False
00edcca33817585aa843dc466c67fcc7c261a10405865eaaf898ba855d8976af,CCC-2014B,EARLY_35,STUDY_SCHEDULE,False,0.618854033946991,False
000ad766a8822430d4ad67cd5ff961658c3b6eb97ca39234bacb96dd7ef8737c,DDD-2013B,EARLY_35,VLE_ENGAGEMENT,,,False
