schema_version,reviewer_id,randomized_order,case_id,action_id,q2_action_relevance,action_comment
v6_2_expert_review_v1,E01,40,CASE-012,PROGRESS_MONITORING,,
v6_2_expert_review_v1,E01,41,CASE-039,ADVISOR_ESCALATION,,
v6_2_expert_review_v1,E01,41,CASE-039,ASSESSMENT_COMPLETION,,
v6_2_expert_review_v1,E01,41,CASE-039,VLE_ENGAGEMENT,,
v6_2_expert_review_v1,E01,41,CASE-039,PROGRESS_MONITORING,,
v6_2_expert_review_v1,E01,45,CASE-019,ADVISOR_ESCALATION,,
v6_2_expert_review_v1,E01,45,CASE-019,ASSESSMENT_COMPLETION,,
v6_2_expert_review_v1,E01,45,CASE-019,VLE_ENGAGEMENT,,
v6_2_expert_review_v1,E01,45,CASE-019,PROGRESS_MONITORING,,
v6_2_expert_review_v1,E01,47,CASE-031,VLE_ENGAGEMENT,,
v6_2_expert_review_v1,E01,47,CASE-031,PROGRESS_MONITORING,,
v6_2_expert_review_v1,E01,48,CASE-045,PROGRESS_MONITORING,,
v6_2_expert_review_v1,E01,49,CASE-034,PROGRESS_MONITORING,,
v6_2_expert_review_v1,E01,50,CASE-017,PROGRESS_MONITORING,,
v6_2_expert_review_v1,E01,52,CASE-036,ADVISOR_ESCALATION,,
v6_2_expert_review_v1,E01,52,CASE-036,ASSESSMENT_COMPLETION,,
v6_2_expert_review_v1,E01,52,CASE-036,VLE_ENGAGEMENT,,
v6_2_expert_review_v1,E01,52,CASE-036,PROGRESS_MONITORING,,
v6_2_expert_review_v1,E01,53,CASE-030,ADVISOR_ESCALATION,,
v6_2_expert_review_v1,E01,53,CASE-030,VLE_ENGAGEMENT,,
v6_2_expert_review_v1,E01,53,CASE-030,PROGRESS_MONITORING,,
v6_2_expert_review_v1,E01,54,CASE-057,VLE_ENGAGEMENT,,
v6_2_expert_review_v1,E01,54,CASE-057,PROGRESS_MONITORING,,
v6_2_expert_review_v1,E01,55,CASE-003,ADVISOR_ESCALATION,,
v6_2_expert_review_v1,E01,55,CASE-003,ASSESSMENT_COMPLETION,,
v6_2_expert_review_v1,E01,55,CASE-003,VLE_ENGAGEMENT,,
v6_2_expert_review_v1,E01,55,CASE-003,PROGRESS_MONITORING,,
v6_2_expert_review_v1,E01,57,CASE-043,ADVISOR_ESCALATION,,
v6_2_expert_review_v1,E01,57,CASE-043,PROGRESS_MONITORING,,
v6_2_expert_review_v1,E01,58,CASE-025,PROGRESS_MONITORING,,
