dataset_version_id,source_record_identity,source_row_number,outer_fold,seed,role
1,student-mat:dataset-version:1:source-row:215,215,0,42,model_train
1,student-mat:dataset-version:1:source-row:217,217,0,42,model_train
1,student-mat:dataset-version:1:source-row:219,219,0,42,model_train
1,student-mat:dataset-version:1:source-row:221,221,0,42,model_train
1,student-mat:dataset-version:1:source-row:222,222,0,42,model_train
1,student-mat:dataset-version:1:source-row:228,228,0,42,model_train
1,student-mat:dataset-version:1:source-row:230,230,0,42,model_train
1,student-mat:dataset-version:1:source-row:232,232,0,42,model_train
1,student-mat:dataset-version:1:source-row:233,233,0,42,model_train
1,student-mat:dataset-version:1:source-row:234,234,0,42,model_train
1,student-mat:dataset-version:1:source-row:235,235,0,42,model_train
1,student-mat:dataset-version:1:source-row:236,236,0,42,model_train
1,student-mat:dataset-version:1:source-row:239,239,0,42,model_train
1,student-mat:dataset-version:1:source-row:240,240,0,42,model_train
1,student-mat:dataset-version:1:source-row:241,241,0,42,model_train
1,student-mat:dataset-version:1:source-row:242,242,0,42,model_train
1,student-mat:dataset-version:1:source-row:250,250,0,42,model_train
1,student-mat:dataset-version:1:source-row:251,251,0,42,model_train
1,student-mat:dataset-version:1:source-row:252,252,0,42,model_train
1,student-mat:dataset-version:1:source-row:253,253,0,42,model_train
1,student-mat:dataset-version:1:source-row:256,256,0,42,model_train
1,student-mat:dataset-version:1:source-row:257,257,0,42,model_train
1,student-mat:dataset-version:1:source-row:258,258,0,42,model_train
1,student-mat:dataset-version:1:source-row:260,260,0,42,model_train
1,student-mat:dataset-version:1:source-row:261,261,0,42,model_train
1,student-mat:dataset-version:1:source-row:262,262,0,42,model_train
1,student-mat:dataset-version:1:source-row:263,263,0,42,model_train
1,student-mat:dataset-version:1:source-row:264,264,0,42,model_train
1,student-mat:dataset-version:1:source-row:265,265,0,42,model_train
1,student-mat:dataset-version:1:source-row:267,267,0,42,model_train
1,student-mat:dataset-version:1:source-row:268,268,0,42,model_train
1,student-mat:dataset-version:1:source-row:269,269,0,42,model_train
1,student-mat:dataset-version:1:source-row:271,271,0,42,model_train
1,student-mat:dataset-version:1:source-row:272,272,0,42,model_train
1,student-mat:dataset-version:1:source-row:274,274,0,42,model_train
1,student-mat:dataset-version:1:source-row:277,277,0,42,model_train
1,student-mat:dataset-version:1:source-row:278,278,0,42,model_train
1,student-mat:dataset-version:1:source-row:280,280,0,42,model_train
1,student-mat:dataset-version:1:source-row:281,281,0,42,model_train
1,student-mat:dataset-version:1:source-row:286,286,0,42,model_train
1,student-mat:dataset-version:1:source-row:287,287,0,42,model_train
1,student-mat:dataset-version:1:source-row:288,288,0,42,model_train
1,student-mat:dataset-version:1:source-row:289,289,0,42,model_train
1,student-mat:dataset-version:1:source-row:290,290,0,42,model_train
1,student-mat:dataset-version:1:source-row:292,292,0,42,model_train
1,student-mat:dataset-version:1:source-row:293,293,0,42,model_train
1,student-mat:dataset-version:1:source-row:296,296,0,42,model_train
1,student-mat:dataset-version:1:source-row:297,297,0,42,model_train
1,student-mat:dataset-version:1:source-row:301,301,0,42,model_train
1,student-mat:dataset-version:1:source-row:302,302,0,42,model_train
1,student-mat:dataset-version:1:source-row:304,304,0,42,model_train
1,student-mat:dataset-version:1:source-row:305,305,0,42,model_train
1,student-mat:dataset-version:1:source-row:306,306,0,42,model_train
1,student-mat:dataset-version:1:source-row:308,308,0,42,model_train
1,student-mat:dataset-version:1:source-row:310,310,0,42,model_train
1,student-mat:dataset-version:1:source-row:311,311,0,42,model_train
1,student-mat:dataset-version:1:source-row:312,312,0,42,model_train
1,student-mat:dataset-version:1:source-row:313,313,0,42,model_train
1,student-mat:dataset-version:1:source-row:314,314,0,42,model_train
1,student-mat:dataset-version:1:source-row:315,315,0,42,model_train
1,student-mat:dataset-version:1:source-row:316,316,0,42,model_train
1,student-mat:dataset-version:1:source-row:319,319,0,42,model_train
1,student-mat:dataset-version:1:source-row:320,320,0,42,model_train
1,student-mat:dataset-version:1:source-row:323,323,0,42,model_train
1,student-mat:dataset-version:1:source-row:326,326,0,42,model_train
1,student-mat:dataset-version:1:source-row:327,327,0,42,model_train
1,student-mat:dataset-version:1:source-row:328,328,0,42,model_train
1,student-mat:dataset-version:1:source-row:330,330,0,42,model_train
1,student-mat:dataset-version:1:source-row:331,331,0,42,model_train
1,student-mat:dataset-version:1:source-row:335,335,0,42,model_train
1,student-mat:dataset-version:1:source-row:336,336,0,42,model_train
1,student-mat:dataset-version:1:source-row:339,339,0,42,model_train
1,student-mat:dataset-version:1:source-row:340,340,0,42,model_train
1,student-mat:dataset-version:1:source-row:341,341,0,42,model_train
1,student-mat:dataset-version:1:source-row:344,344,0,42,model_train
1,student-mat:dataset-version:1:source-row:348,348,0,42,model_train
1,student-mat:dataset-version:1:source-row:350,350,0,42,model_train
1,student-mat:dataset-version:1:source-row:352,352,0,42,model_train
1,student-mat:dataset-version:1:source-row:356,356,0,42,model_train
1,student-mat:dataset-version:1:source-row:360,360,0,42,model_train
1,student-mat:dataset-version:1:source-row:364,364,0,42,model_train
1,student-mat:dataset-version:1:source-row:365,365,0,42,model_train
1,student-mat:dataset-version:1:source-row:366,366,0,42,model_train
1,student-mat:dataset-version:1:source-row:367,367,0,42,model_train
1,student-mat:dataset-version:1:source-row:368,368,0,42,model_train
1,student-mat:dataset-version:1:source-row:369,369,0,42,model_train
1,student-mat:dataset-version:1:source-row:372,372,0,42,model_train
1,student-mat:dataset-version:1:source-row:373,373,0,42,model_train
1,student-mat:dataset-version:1:source-row:375,375,0,42,model_train
1,student-mat:dataset-version:1:source-row:376,376,0,42,model_train
1,student-mat:dataset-version:1:source-row:377,377,0,42,model_train
1,student-mat:dataset-version:1:source-row:378,378,0,42,model_train
1,student-mat:dataset-version:1:source-row:379,379,0,42,model_train
1,student-mat:dataset-version:1:source-row:385,385,0,42,model_train
1,student-mat:dataset-version:1:source-row:386,386,0,42,model_train
1,student-mat:dataset-version:1:source-row:387,387,0,42,model_train
1,student-mat:dataset-version:1:source-row:389,389,0,42,model_train
1,student-mat:dataset-version:1:source-row:390,390,0,42,model_train
1,student-mat:dataset-version:1:source-row:392,392,0,42,model_train
1,student-mat:dataset-version:1:source-row:4,4,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:6,6,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:13,13,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:21,21,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:23,23,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:26,26,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:27,27,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:36,36,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:49,49,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:58,58,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:60,60,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:62,62,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:65,65,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:71,71,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:78,78,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:80,80,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:82,82,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:84,84,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:93,93,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:95,95,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:99,99,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:101,101,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:123,123,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:130,130,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:135,135,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:138,138,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:140,140,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:150,150,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:157,157,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:162,162,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:165,165,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:173,173,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:176,176,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:179,179,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:180,180,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:182,182,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:195,195,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:205,205,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:209,209,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:210,210,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:216,216,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:220,220,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:229,229,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:237,237,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:238,238,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:246,246,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:254,254,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:283,283,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:284,284,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:291,291,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:299,299,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:303,303,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:318,318,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:325,325,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:334,334,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:342,342,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:347,347,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:357,357,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:362,362,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:371,371,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:374,374,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:382,382,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:384,384,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:388,388,0,42,outer_validation
1,student-mat:dataset-version:1:source-row:8,8,0,123,early_stop
1,student-mat:dataset-version:1:source-row:17,17,0,123,early_stop
1,student-mat:dataset-version:1:source-row:33,33,0,123,early_stop
1,student-mat:dataset-version:1:source-row:34,34,0,123,early_stop
1,student-mat:dataset-version:1:source-row:40,40,0,123,early_stop
1,student-mat:dataset-version:1:source-row:42,42,0,123,early_stop
1,student-mat:dataset-version:1:source-row:43,43,0,123,early_stop
1,student-mat:dataset-version:1:source-row:46,46,0,123,early_stop
1,student-mat:dataset-version:1:source-row:50,50,0,123,early_stop
1,student-mat:dataset-version:1:source-row:61,61,0,123,early_stop
1,student-mat:dataset-version:1:source-row:108,108,0,123,early_stop
1,student-mat:dataset-version:1:source-row:109,109,0,123,early_stop
1,student-mat:dataset-version:1:source-row:114,114,0,123,early_stop
1,student-mat:dataset-version:1:source-row:121,121,0,123,early_stop
1,student-mat:dataset-version:1:source-row:144,144,0,123,early_stop
1,student-mat:dataset-version:1:source-row:147,147,0,123,early_stop
1,student-mat:dataset-version:1:source-row:158,158,0,123,early_stop
1,student-mat:dataset-version:1:source-row:164,164,0,123,early_stop
1,student-mat:dataset-version:1:source-row:171,171,0,123,early_stop
1,student-mat:dataset-version:1:source-row:177,177,0,123,early_stop
1,student-mat:dataset-version:1:source-row:197,197,0,123,early_stop
1,student-mat:dataset-version:1:source-row:219,219,0,123,early_stop
1,student-mat:dataset-version:1:source-row:228,228,0,123,early_stop
1,student-mat:dataset-version:1:source-row:232,232,0,123,early_stop
1,student-mat:dataset-version:1:source-row:239,239,0,123,early_stop
1,student-mat:dataset-version:1:source-row:243,243,0,123,early_stop
1,student-mat:dataset-version:1:source-row:253,253,0,123,early_stop
1,student-mat:dataset-version:1:source-row:258,258,0,123,early_stop
1,student-mat:dataset-version:1:source-row:263,263,0,123,early_stop
1,student-mat:dataset-version:1:source-row:287,287,0,123,early_stop
1,student-mat:dataset-version:1:source-row:298,298,0,123,early_stop
1,student-mat:dataset-version:1:source-row:310,310,0,123,early_stop
1,student-mat:dataset-version:1:source-row:311,311,0,123,early_stop
1,student-mat:dataset-version:1:source-row:328,328,0,123,early_stop
1,student-mat:dataset-version:1:source-row:331,331,0,123,early_stop
1,student-mat:dataset-version:1:source-row:352,352,0,123,early_stop
1,student-mat:dataset-version:1:source-row:366,366,0,123,early_stop
1,student-mat:dataset-version:1:source-row:385,385,0,123,early_stop
1,student-mat:dataset-version:1:source-row:0,0,0,123,model_train
1,student-mat:dataset-version:1:source-row:3,3,0,123,model_train
1,student-mat:dataset-version:1:source-row:5,5,0,123,model_train
1,student-mat:dataset-version:1:source-row:10,10,0,123,model_train
1,student-mat:dataset-version:1:source-row:11,11,0,123,model_train
1,student-mat:dataset-version:1:source-row:14,14,0,123,model_train
1,student-mat:dataset-version:1:source-row:15,15,0,123,model_train
1,student-mat:dataset-version:1:source-row:16,16,0,123,model_train
1,student-mat:dataset-version:1:source-row:18,18,0,123,model_train
1,student-mat:dataset-version:1:source-row:19,19,0,123,model_train
1,student-mat:dataset-version:1:source-row:20,20,0,123,model_train
1,student-mat:dataset-version:1:source-row:22,22,0,123,model_train
1,student-mat:dataset-version:1:source-row:24,24,0,123,model_train
1,student-mat:dataset-version:1:source-row:25,25,0,123,model_train
1,student-mat:dataset-version:1:source-row:29,29,0,123,model_train
1,student-mat:dataset-version:1:source-row:31,31,0,123,model_train
1,student-mat:dataset-version:1:source-row:32,32,0,123,model_train
1,student-mat:dataset-version:1:source-row:35,35,0,123,model_train
1,student-mat:dataset-version:1:source-row:37,37,0,123,model_train
1,student-mat:dataset-version:1:source-row:38,38,0,123,model_train
1,student-mat:dataset-version:1:source-row:39,39,0,123,model_train
1,student-mat:dataset-version:1:source-row:41,41,0,123,model_train
1,student-mat:dataset-version:1:source-row:44,44,0,123,model_train
1,student-mat:dataset-version:1:source-row:45,45,0,123,model_train
1,student-mat:dataset-version:1:source-row:47,47,0,123,model_train
1,student-mat:dataset-version:1:source-row:48,48,0,123,model_train
1,student-mat:dataset-version:1:source-row:51,51,0,123,model_train
1,student-mat:dataset-version:1:source-row:52,52,0,123,model_train
1,student-mat:dataset-version:1:source-row:57,57,0,123,model_train
1,student-mat:dataset-version:1:source-row:63,63,0,123,model_train
1,student-mat:dataset-version:1:source-row:64,64,0,123,model_train
1,student-mat:dataset-version:1:source-row:66,66,0,123,model_train
1,student-mat:dataset-version:1:source-row:68,68,0,123,model_train
1,student-mat:dataset-version:1:source-row:70,70,0,123,model_train
1,student-mat:dataset-version:1:source-row:72,72,0,123,model_train
1,student-mat:dataset-version:1:source-row:76,76,0,123,model_train
1,student-mat:dataset-version:1:source-row:77,77,0,123,model_train
1,student-mat:dataset-version:1:source-row:79,79,0,123,model_train
1,student-mat:dataset-version:1:source-row:83,83,0,123,model_train
1,student-mat:dataset-version:1:source-row:85,85,0,123,model_train
1,student-mat:dataset-version:1:source-row:87,87,0,123,model_train
1,student-mat:dataset-version:1:source-row:90,90,0,123,model_train
1,student-mat:dataset-version:1:source-row:91,91,0,123,model_train
1,student-mat:dataset-version:1:source-row:94,94,0,123,model_train
1,student-mat:dataset-version:1:source-row:96,96,0,123,model_train
1,student-mat:dataset-version:1:source-row:97,97,0,123,model_train
1,student-mat:dataset-version:1:source-row:98,98,0,123,model_train
1,student-mat:dataset-version:1:source-row:100,100,0,123,model_train
1,student-mat:dataset-version:1:source-row:102,102,0,123,model_train
1,student-mat:dataset-version:1:source-row:103,103,0,123,model_train
1,student-mat:dataset-version:1:source-row:106,106,0,123,model_train
1,student-mat:dataset-version:1:source-row:111,111,0,123,model_train
1,student-mat:dataset-version:1:source-row:112,112,0,123,model_train
1,student-mat:dataset-version:1:source-row:113,113,0,123,model_train
1,student-mat:dataset-version:1:source-row:115,115,0,123,model_train
1,student-mat:dataset-version:1:source-row:116,116,0,123,model_train
1,student-mat:dataset-version:1:source-row:117,117,0,123,model_train
1,student-mat:dataset-version:1:source-row:119,119,0,123,model_train
1,student-mat:dataset-version:1:source-row:120,120,0,123,model_train
1,student-mat:dataset-version:1:source-row:122,122,0,123,model_train
1,student-mat:dataset-version:1:source-row:124,124,0,123,model_train
1,student-mat:dataset-version:1:source-row:125,125,0,123,model_train
1,student-mat:dataset-version:1:source-row:127,127,0,123,model_train
1,student-mat:dataset-version:1:source-row:128,128,0,123,model_train
1,student-mat:dataset-version:1:source-row:131,131,0,123,model_train
1,student-mat:dataset-version:1:source-row:133,133,0,123,model_train
1,student-mat:dataset-version:1:source-row:134,134,0,123,model_train
1,student-mat:dataset-version:1:source-row:137,137,0,123,model_train
1,student-mat:dataset-version:1:source-row:139,139,0,123,model_train
1,student-mat:dataset-version:1:source-row:141,141,0,123,model_train
1,student-mat:dataset-version:1:source-row:143,143,0,123,model_train
1,student-mat:dataset-version:1:source-row:145,145,0,123,model_train
1,student-mat:dataset-version:1:source-row:146,146,0,123,model_train
1,student-mat:dataset-version:1:source-row:148,148,0,123,model_train
1,student-mat:dataset-version:1:source-row:149,149,0,123,model_train
1,student-mat:dataset-version:1:source-row:152,152,0,123,model_train
1,student-mat:dataset-version:1:source-row:153,153,0,123,model_train
1,student-mat:dataset-version:1:source-row:154,154,0,123,model_train
1,student-mat:dataset-version:1:source-row:155,155,0,123,model_train
1,student-mat:dataset-version:1:source-row:156,156,0,123,model_train
1,student-mat:dataset-version:1:source-row:159,159,0,123,model_train
1,student-mat:dataset-version:1:source-row:160,160,0,123,model_train
1,student-mat:dataset-version:1:source-row:161,161,0,123,model_train
1,student-mat:dataset-version:1:source-row:163,163,0,123,model_train
1,student-mat:dataset-version:1:source-row:166,166,0,123,model_train
1,student-mat:dataset-version:1:source-row:167,167,0,123,model_train
1,student-mat:dataset-version:1:source-row:168,168,0,123,model_train
1,student-mat:dataset-version:1:source-row:169,169,0,123,model_train
